診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
処置,自費,鼻処置,16点,2,32点
手術,保険,イオントフォレーゼ加算,45点,7,315点
手術,保険,咽頭異物摘出術（簡単）,500点,1,500点
手術,保険,咽頭異物摘出術（複雑）,2，100点,2,4，200点
手術,保険,外耳道異物除去術（単純）,260点,1,260点
手術,保険,鼓膜切開術,830点,5,4，150点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,2,5，340点
手術,保険,鼻腔粘膜焼灼術,1，080点,16,17，280点
検査,保険,γ－ＧＴ,11点,8,88点
検査,保険,カリウム,11点,8,88点
検査,保険,クレアチニン,11点,8,88点
検査,保険,グルコース,11点,5,55点
検査,保険,グロブリンクラス別ウイルス抗体価（ＥＢ）,200点,2,400点
検査,保険,チンパノメトリー,340点,54,18，360点
検査,保険,ナトリウム及びクロール,11点,8,88点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,1,200点
検査,保険,ビタミンＢ１２,136点,3,408点
検査,保険,免疫学的検査判断料,144点,66,9，504点
検査,保険,平衡機能検査（標準検査）,20点,87,1，740点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,72,21，600点
検査,保険,平衡機能検査（重心動揺計）,250点,1,250点
検査,保険,微生物学的検査判断料,150点,21,3，150点
検査,保険,末梢血液一般検査,21点,11,231点
検査,保険,末梢血液像（自動機械法）,15点,8,120点
検査,保険,梅毒トレポネーマ抗体定性,32点,1,32点
検査,保険,検査逓減,-10％,38,-2，230点
検査,保険,標準純音聴力検査,350点,243,85，050点
検査,保険,淋菌及びクラミジア・トラコマチス同時核酸検出,262点,1,262点
検査,保険,特異的ＩｇＥ半定量・定量,110点,1929,61，490点
検査,保険,生化学的検査（１）判断料,144点,11,1，584点
検査,保険,簡易聴力検査（気導純音聴力）,110点,31,3，410点
検査,保険,細菌培養同定検査（その他）,180点,18,3，240点
検査,保険,細菌培養同定検査（口腔）,180点,3,540点
検査,保険,細菌薬剤感受性検査（１菌種）,185点,12,2，220点
検査,保険,細菌薬剤感受性検査（２菌種）,240点,5,1，200点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,8,5，760点
検査,保険,耳鳴検査,400点,1,400点
検査,保険,脳波検査判断料２,180点,8,1，440点
検査,保険,血液学的検査判断料,125点,12,1，500点
検査,保険,超音波検査（断層撮影法）（その他）,350点,24,8，400点
検査,保険,静脈性嗅覚検査,45点,1,45点
検査,保険,非特異的ＩｇＥ定量,100点,43,4，300点
検査,保険,鼻腔・咽頭拭い液採取,25点,21,525点
検査,保険,Ａ群β溶連菌迅速試験定性,121点,13,1，573点
検査,保険,ＡＬＰ,11点,5,55点
検査,保険,ＡＬＴ,17点,8,136点
検査,保険,ＡＳＯ定量,15点,1,15点
検査,保険,ＡＳＴ,17点,8,136点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,5,55点
検査,保険,Ａｍｙ,11点,5,55点
検査,保険,Ｂ－Ｖ,40点,55,2，200点
検査,保険,ＢＩＬ／総,11点,8,88点
検査,保険,ＢＵＮ,11点,8,88点
検査,保険,ＣＲＰ,16点,4,64点
検査,保険,ＣｈＥ,11点,8,88点
検査,保険,Ｃｕ,23点,3,69点
検査,保険,ＥＦ－喉頭,600点,132,79，200点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,383,229，800点
検査,自費,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,1,600点
検査,保険,Ｆｅ,11点,3,33点
検査,保険,ＨＢｃ抗体半定量・定量,130点,1,130点
検査,保険,ＨＢｓ抗体,88点,1,88点
検査,保険,ＨＢｓ抗原,88点,1,88点
検査,保険,ＨｂＡ１ｃ,49点,1,49点
検査,保険,ＬＤ,11点,8,88点
検査,保険,Ｓ－Ｍ,67点,21,1，407点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,6,1，350点
検査,保険,ＳＴＳ定性,15点,1,15点
検査,保険,ＴＰ,11点,5,55点
検査,保険,ＵＡ,11点,5,55点
検査,保険,Ｚｎ,132点,3,396点
画像,保険,コンピューター断層診断,450点,41,18，450点
画像,保険,他医撮影のコンピューター断層診断,450点,1,450点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,41,4，920点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,41,22，960点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1617,9，702点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）１（初診時）,6点,3,18点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,2318,4，636点
保険外費用,自費,医療補助金請求書,500円,1,500円
保険外費用,自費,受診状況等証明書,1，000円,1,1，000円
保険外費用,自費,帯状疱疹ワクチン,6，500円,2,13，000円
保険外費用,保険,診察券代100円,100円,20,2，000円
保険外費用,保険,診断書（普通）1000円,1，000円,4,4，000円
保険外費用,自費,難聴高齢者補聴器意見書,3，000円,3,9，000円
合計,合　計,点数合計,,,2，128，593点
,,金額合計,,,29，500円
