診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
手術,自費,外耳道異物除去術（単純）,260点,1,260点
手術,保険,耳介血腫開窓術,460点,2,920点
手術,保険,鼓膜切開術,830点,10,8，300点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,3,8，010点
手術,保険,鼻腔粘膜焼灼術,1，080点,10,10，800点
検査,保険,γ－ＧＴ,11点,4,44点
検査,保険,アデノウイルス抗原定性（糞便を除く。）,184点,1,184点
検査,保険,インフルエンザウイルス抗原定性,136点,6,816点
検査,保険,カリウム,11点,4,44点
検査,保険,クレアチニン,11点,4,44点
検査,保険,グルコース,11点,4,44点
検査,保険,グロブリンクラス別ウイルス抗体価（ムンプス）,206点,1,206点
検査,保険,グロブリンクラス別ウイルス抗体価（ＥＢ）,206点,2,412点
検査,保険,チンパノメトリー,340点,47,15，980点
検査,保険,ナトリウム及びクロール,11点,4,44点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,2,400点
検査,保険,免疫学的検査判断料,144点,148,21，312点
検査,保険,平衡機能検査（標準検査）,20点,78,1，560点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,46,13，800点
検査,保険,平衡機能検査（重心動揺計）,250点,2,500点
検査,保険,微生物学的検査判断料,150点,17,2，550点
検査,自費,微生物学的検査判断料,150点,1,150点
検査,保険,末梢血液一般検査,21点,4,84点
検査,保険,末梢血液像（自動機械法）,15点,4,60点
検査,保険,検査逓減,-10％,27,-1，620点
検査,保険,標準純音聴力検査,350点,158,55，300点
検査,自費,標準純音聴力検査,350点,1,350点
検査,保険,水痘・帯状疱疹ウイルス抗体価（定性・半定量・定量）,79点,1,79点
検査,保険,特異的ＩｇＥ半定量・定量,110点,1501,62，150点
検査,保険,生化学的検査（１）判断料,144点,4,576点
検査,保険,簡易聴力検査（気導純音聴力）,110点,73,8，030点
検査,保険,細菌培養同定検査（その他）,170点,10,1，700点
検査,自費,細菌培養同定検査（その他）,170点,1,170点
検査,保険,細菌培養同定検査（気道）,170点,2,340点
検査,保険,細菌薬剤感受性検査（１菌種）,180点,6,1，080点
検査,保険,細菌薬剤感受性検査（２菌種）,230点,2,460点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,9,6，480点
検査,保険,脳波検査判断料２,180点,9,1，620点
検査,保険,血液学的検査判断料,125点,4,500点
検査,保険,超音波検査（断層撮影法）（その他）,350点,15,5，250点
検査,保険,静脈性嗅覚検査,45点,4,180点
検査,保険,非特異的ＩｇＥ定量,100点,39,3，900点
検査,保険,鼻腔・咽頭拭い液採取,25点,78,1，950点
検査,保険,Ａ群β溶連菌迅速試験定性,124点,4,496点
検査,保険,ＡＬＰ,11点,4,44点
検査,保険,ＡＬＴ,17点,4,68点
検査,保険,ＡＳＴ,17点,4,68点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,4,44点
検査,保険,Ａｍｙ,11点,4,44点
検査,保険,Ｂ－Ｃ,6点,9,54点
検査,保険,Ｂ－Ｖ,37点,43,1，591点
検査,保険,ＢＩＬ／総,11点,4,44点
検査,保険,ＢＵＮ,11点,4,44点
検査,保険,ＣＲＰ,16点,4,64点
検査,保険,ＣｈＥ,11点,4,44点
検査,保険,ＥＦ－喉頭,600点,58,34，800点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,221,132，600点
検査,保険,ＬＤ,11点,4,44点
検査,保険,Ｓ－Ｍ,64点,12,768点
検査,自費,Ｓ－Ｍ,64点,1,64点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出（定性）,420点,91,38，220点
検査,保険,ＳＡＲＳ－ＣｏＶ－２核酸検出（検査委託以外）,700点,5,3，500点
検査,保険,ＴＰ,11点,4,44点
検査,保険,ＵＡ,11点,4,44点
画像,保険,コンピューター断層診断,450点,10,4，500点
画像,保険,単純撮影（イ）の写真診断,85点,2,170点
画像,保険,単純撮影（デジタル撮影）,68点,2,136点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,10,1，200点
画像,保険,電子画像管理加算（単純撮影）,57点,2,114点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,10,5，600点
病理診断・その他,保険,救急医療管理加算１（診療報酬上臨時的取扱）（ＣＯＶ・外来診療）,950点,3,2，850点
保険外費用,自費,医療補助金請求書,500円,2,1，000円
保険外費用,保険,診察券代100円,100円,7,700円
保険外費用,保険,診断書（普通）1000円,1，000円,7,7，000円
合計,合　計,点数合計,,,1，954，268点
,,金額合計,,,8，700円
