診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
検査,保険,γ－ＧＴ,11点,2,22点
検査,保険,カリウム,11点,2,22点
検査,保険,クレアチニン,11点,2,22点
検査,保険,グルコース,11点,2,22点
検査,保険,チンパノメトリー,340点,54,18，360点
検査,保険,ナトリウム及びクロール,11点,2,22点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,6,1，200点
検査,保険,ビタミンＢ１２,140点,4,560点
検査,保険,ヘルペスウイルス抗体価（定性・半定量・定量）,79点,1,79点
検査,保険,免疫学的検査判断料,144点,91,13，104点
検査,自費,免疫学的検査判断料,144点,1,144点
検査,保険,平衡機能検査（標準検査）,20点,72,1，440点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,49,14，700点
検査,保険,平衡機能検査（重心動揺計）,250点,6,1，500点
検査,保険,微生物学的検査判断料,150点,20,3，000点
検査,保険,抗サイログロブリン抗体,140点,1,140点
検査,保険,抗甲状腺ペルオキシダーゼ抗体,142点,1,142点
検査,保険,末梢血液一般検査,21点,6,126点
検査,保険,末梢血液像（自動機械法）,15点,1,15点
検査,保険,検査逓減,-10％,29,-1，740点
検査,保険,標準純音聴力検査,350点,211,73，850点
検査,保険,水痘・帯状疱疹ウイルス抗体価（定性・半定量・定量）,79点,1,79点
検査,保険,特異的ＩｇＥ半定量・定量,110点,888,34，320点
検査,保険,生化学的検査（１）判断料,144点,6,864点
検査,保険,生化学的検査（２）判断料,144点,1,144点
検査,保険,簡易聴力検査（気導純音聴力）,110点,75,8，250点
検査,保険,細菌培養同定検査（その他）,170点,20,3，400点
検査,保険,細菌薬剤感受性検査（１菌種）,180点,13,2，340点
検査,保険,細菌薬剤感受性検査（２菌種）,230点,2,460点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,11,7，920点
検査,保険,耳鳴検査,400点,2,800点
検査,保険,脳波検査判断料２,180点,11,1，980点
検査,保険,血液学的検査判断料,125点,6,750点
検査,保険,超音波検査（断層撮影法）（その他）,350点,11,3，850点
検査,保険,静脈性嗅覚検査,45点,4,180点
検査,保険,非特異的ＩｇＥ定量,100点,23,2，300点
検査,保険,鼻腔・咽頭拭い液採取,25点,61,1，525点
検査,自費,鼻腔・咽頭拭い液採取,25点,1,25点
検査,保険,Ａ群β溶連菌迅速試験定性,124点,8,992点
検査,保険,ＡＬＰ,11点,2,22点
検査,保険,ＡＬＴ,17点,2,34点
検査,保険,ＡＳＴ,17点,2,34点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,2,22点
検査,保険,Ａｍｙ,11点,2,22点
検査,保険,Ｂ－Ｃ,6点,2,12点
検査,保険,Ｂ－Ｖ,37点,30,1，110点
検査,保険,ＢＩＬ／総,11点,2,22点
検査,保険,ＢＵＮ,11点,2,22点
検査,保険,ＣｈＥ,11点,2,22点
検査,保険,Ｃｕ,23点,3,69点
検査,保険,ＥＦ－喉頭,600点,86,51，600点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,324,194，400点
検査,保険,ＦＴ３,124点,1,124点
検査,保険,ＦＴ４,124点,1,124点
検査,保険,Ｆｅ,11点,5,55点
検査,保険,ＨｂＡ１ｃ,49点,2,98点
検査,保険,ＬＤ,11点,2,22点
検査,保険,Ｓ－Ｍ,64点,20,1，280点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出（定性）,420点,43,18，060点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原検出（定性）,300点,14,4，200点
検査,自費,ＳＡＲＳ－ＣｏＶ－２抗原検出（定性）,300点,1,300点
検査,保険,ＴＩＢＣ（比色法）,11点,1,11点
検査,保険,ＴＰ,11点,2,22点
検査,保険,ＴＳＨ,101点,1,101点
検査,保険,ＵＡ,11点,2,22点
検査,保険,Ｚｎ,136点,4,544点
画像,保険,コンピューター断層診断,450点,21,9，450点
画像,保険,他医撮影のコンピューター断層診断,450点,1,450点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,21,2，520点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,21,11，760点
保険外費用,自費,帯状疱疹ワクチン,22，000円,2,44，000円
保険外費用,自費,血液型,2，500円,1,2，500円
保険外費用,保険,診察券代100円,100円,10,1，000円
保険外費用,保険,診断書（普通）1000円,1，000円,3,3，000円
保険外費用,自費,身体障害者診断書・意見書3000円,3，000円,1,3，000円
保険外費用,自費,難聴高齢者補聴器意見書,3，000円,1,3，000円
合計,合　計,点数合計,,,2，104，097点
,,金額合計,,,56，500円
