診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
医学管理,自費,抗菌薬適正使用体制加算（医学管理等）,5点,6,30点
医学管理,保険,特定疾患療養管理料（診療所）,225点,6,1，350点
医学管理,保険,発熱患者等対応加算（医学管理等）,20点,339,6，780点
医学管理,自費,発熱患者等対応加算（医学管理等）,20点,4,80点
医学管理,保険,診療情報提供料（１）,250点,31,7，750点
医学管理,保険,連携強化加算（医学管理等）,3点,473,1，419点
医学管理,自費,連携強化加算（医学管理等）,3点,6,18点
医学管理,保険,難病外来指導管理料,270点,5,1，350点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,6,2，520点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,77,19，250点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,79,7，900点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,960点,79,75，840点
在宅,保険,在宅自己注射指導管理料（１以外）（月２７回以下）,650点,3,1，950点
投薬,保険,一般名処方加算１（処方箋料）,10点,1234,12，340点
投薬,保険,一般名処方加算２（処方箋料）,8点,599,4，792点
投薬,自費,一般名処方加算２（処方箋料）,8点,3,24点
投薬,保険,処方箋料（リフィル以外・その他）,60点,2548,152，880点
投薬,自費,処方箋料（リフィル以外・その他）,60点,12,720点
投薬,保険,特定疾患処方管理加算（処方箋料）,56点,4,224点
注射,保険,点滴注射（その他）（入院外）,53点,14,742点
注射,保険,皮内、皮下及び筋肉内注射,25点,3,75点
処置,保険,副鼻腔手術後の処置（片）,45点,2,90点
処置,保険,副鼻腔洗浄（その他）（片）,25点,66,1，650点
処置,保険,副鼻腔自然口開大処置,25点,1660,41，500点
処置,保険,口腔、咽頭処置,16点,3,48点
処置,保険,扁桃処置,40点,3,120点
処置,保険,扁桃周囲膿瘍穿刺,180点,1,180点
処置,保険,耳処置,27点,266,7，182点
処置,保険,耳垢栓塞除去（複雑）（両）,160点,52,8，320点
処置,保険,耳垢栓塞除去（複雑）（片）,90点,21,1，890点
処置,自費,耳垢栓塞除去（複雑）（片）,90点,1,90点
処置,保険,耳管処置１（片）,36点,8,288点
処置,保険,超音波ネブライザ,24点,1238,29，712点
処置,保険,鼓室処置（片）,62点,7,434点
処置,保険,鼻処置,16点,1684,26，944点
処置,保険,鼻出血止血法,240点,1,240点
手術,保険,イオントフォレーゼ加算,45点,13,585点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,15,43，650点
手術,保険,咽頭異物摘出術（簡単）,500点,1,500点
手術,保険,咽頭異物摘出術（複雑）,2，100点,1,2，100点
手術,保険,外耳道異物除去術（単純）,260点,4,1，040点
手術,保険,鼓膜切開術,830点,10,8，300点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,3,8，010点
手術,保険,鼻腔粘膜焼灼術,1，080点,10,10，800点
検査,保険,γ－ＧＴ,11点,1,11点
検査,保険,カリウム,11点,1,11点
検査,保険,クレアチニン,11点,1,11点
検査,保険,チンパノメトリー,340点,34,11，560点
検査,保険,ナトリウム及びクロール,11点,1,11点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,1,200点
検査,保険,ビタミンＢ１２,136点,1,136点
検査,保険,免疫学的検査判断料,144点,191,27，504点
検査,保険,平衡機能検査（標準検査）,20点,77,1，540点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,55,16，500点
検査,保険,平衡機能検査（重心動揺計）,250点,1,250点
検査,保険,微生物学的検査判断料,150点,11,1，650点
検査,保険,時間外加算（内視鏡検査）,40％,1,240点
検査,保険,末梢血液一般検査,21点,2,42点
検査,保険,末梢血液像（自動機械法）,15点,1,15点
検査,保険,検査逓減,-10％,48,-2，880点
検査,保険,標準純音聴力検査,350点,193,67，550点
検査,保険,特異的ＩｇＥ半定量・定量,110点,804,25，740点
検査,保険,生化学的検査（１）判断料,144点,2,288点
検査,保険,簡易聴力検査（気導純音聴力）,110点,37,4，070点
検査,保険,細菌培養同定検査（その他）,180点,10,1，800点
検査,保険,細菌培養同定検査（気道）,180点,1,180点
検査,保険,細菌薬剤感受性検査（１菌種）,185点,4,740点
検査,保険,細菌薬剤感受性検査（２菌種）,240点,1,240点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,12,8，640点
検査,保険,脳波検査判断料２,180点,12,2，160点
検査,保険,血液学的検査判断料,125点,2,250点
検査,保険,超音波検査（断層撮影法）（その他）,350点,15,5，250点
検査,保険,非特異的ＩｇＥ定量,100点,18,1，800点
検査,保険,鼻腔・咽頭拭い液採取,25点,183,4，575点
検査,保険,Ａ群β溶連菌迅速試験定性,121点,5,605点
検査,保険,ＡＬＴ,17点,1,17点
検査,保険,ＡＳＴ,17点,1,17点
検査,保険,Ｂ－Ｖ,40点,20,800点
検査,保険,ＢＩＬ／総,11点,1,11点
検査,保険,ＢＵＮ,11点,1,11点
検査,保険,ＣｈＥ,11点,1,11点
検査,保険,Ｃｕ,23点,1,23点
検査,保険,ＥＦ－中耳,240点,2,480点
検査,保険,ＥＦ－喉頭,600点,89,53，400点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,366,219，600点
検査,保険,Ｆｅ,11点,1,11点
検査,保険,ＬＤ,11点,1,11点
検査,保険,Ｓ－Ｍ,67点,11,737点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,179,40，275点
検査,保険,Ｚｎ,132点,1,132点
画像,保険,コンピューター断層診断,450点,24,10，800点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,24,2，880点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,24,13，440点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1907,11，442点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）１（初診時）,6点,3,18点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,1808,3，616点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,4,8点
保険外費用,自費,インフル￥2500,2，500円,1,2，500円
保険外費用,自費,インフル￥3000,3，000円,2,6，000円
保険外費用,自費,コロナ￥4600,4，600円,1,4，600円
保険外費用,自費,入院・手術・通院等証明書3000円,3，000円,1,3，000円
保険外費用,自費,医療補助金請求書,500円,3,1，500円
保険外費用,自費,回答書,5，500円,1,5，500円
保険外費用,自費,帯状疱疹ワクチン,6，500円,1,6，500円
保険外費用,保険,診察券代100円,100円,17,1，700円
保険外費用,保険,診断書（普通）1000円,1，000円,6,6，000円
保険外費用,自費,身体障害者診断書・意見書3000円,3，000円,1,3，000円
保険外費用,自費,難聴高齢者補聴器意見書,3，000円,4,12，000円
合計,合　計,点数合計,,,2，120，973点
,,金額合計,,,52，300円
