診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
検査,保険,細菌培養同定検査（その他）,170点,5,850点
検査,保険,細菌培養同定検査（口腔）,170点,1,170点
検査,保険,細菌薬剤感受性検査（１菌種）,180点,4,720点
検査,保険,細菌薬剤感受性検査（２菌種）,230点,1,230点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,4,2，880点
検査,保険,耳鳴検査,400点,1,400点
検査,保険,脳波検査判断料２,180点,4,720点
検査,保険,血液学的検査判断料,125点,4,500点
検査,保険,超音波検査（断層撮影法）（その他）,350点,15,5，250点
検査,保険,静脈性嗅覚検査,45点,2,90点
検査,保険,非特異的ＩｇＥ定量,100点,9,900点
検査,保険,鼻腔・咽頭拭い液採取,25点,228,5，700点
検査,保険,Ａ群β溶連菌迅速試験定性,124点,5,620点
検査,保険,ＡＬＰ,11点,3,33点
検査,保険,ＡＬＴ,17点,3,51点
検査,保険,ＡＳＴ,17点,3,51点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,3,33点
検査,保険,Ａｍｙ,11点,3,33点
検査,保険,Ｂ－Ｖ,37点,12,444点
検査,保険,ＢＩＬ／総,11点,3,33点
検査,保険,ＢＵＮ,11点,3,33点
検査,保険,ＣＲＰ,16点,2,32点
検査,保険,ＣｈＥ,11点,3,33点
検査,保険,Ｃｕ,23点,1,23点
検査,保険,ＥＦ－喉頭,600点,62,37，200点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,134,80，400点
検査,保険,Ｆｅ,11点,1,11点
検査,保険,ＨｂＡ１ｃ,49点,1,49点
検査,保険,ＬＤ,11点,3,33点
検査,保険,Ｓ－Ｍ,64点,6,384点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原検出（定性）,300点,259,77，700点
検査,保険,ＳＡＲＳ－ＣｏＶ－２核酸検出（検査委託以外）,700点,7,4，900点
検査,保険,ＴＰ,11点,3,33点
検査,保険,ＵＡ,11点,3,33点
検査,保険,Ｚｎ,136点,1,136点
画像,保険,コンピューター断層診断,450点,12,5，400点
画像,保険,他医撮影のコンピューター断層診断,450点,2,900点
画像,保険,単純撮影（イ）の写真診断,85点,1,85点
画像,保険,単純撮影（デジタル撮影）,68点,1,68点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,12,1，440点
画像,保険,電子画像管理加算（単純撮影）,57点,1,57点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,12,6，720点
病理診断・その他,保険,乳幼児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,400点,21,8，400点
病理診断・その他,保険,小児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,200点,28,5，600点
病理診断・その他,保険,救急医療管理加算１（診療報酬上臨時的取扱）（ＣＯＶ・外来診療）,950点,201,190，950点
保険外費用,自費,インフル￥0,0円,15,0円
保険外費用,自費,インフル￥1000,1，000円,3,3，000円
保険外費用,自費,インフル￥1100,1，100円,2,2，200円
保険外費用,自費,インフル￥1500,1，500円,4,6，000円
保険外費用,自費,インフル￥1600,1，600円,2,3，200円
保険外費用,自費,インフル￥2500,2，500円,12,30，000円
保険外費用,自費,インフル￥2600,2，600円,1,2，600円
保険外費用,自費,インフル￥3000,3，000円,228,684，000円
保険外費用,自費,インフル￥3100,3，100円,2,6，200円
保険外費用,自費,インフル￥3500,3，500円,135,472，500円
保険外費用,自費,インフル￥3600,3，600円,11,39，600円
保険外費用,自費,インフル￥500,500円,4,2，000円
保険外費用,自費,会計0円,0円,3,0円
保険外費用,自費,医療補助金請求書,500円,1,500円
保険外費用,自費,帯状疱疹ワクチン,20，000円,2,40，000円
保険外費用,自費,肺炎球菌ワクチン,2，000円,1,2，000円
保険外費用,自費,血液型,2，500円,1,2，500円
保険外費用,自費,補装具費支給意見書,3，000円,1,3，000円
保険外費用,保険,診察券代100円,100円,1,100円
保険外費用,保険,診断書（普通）1000円,1，000円,1,1，000円
合計,合　計,点数合計,,,2，054，913点
,,金額合計,,,1，300，400円
