診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
処置,保険,鼓室処置（片）,55点,11,605点
処置,保険,鼻処置,14点,609,8，526点
手術,保険,イオントフォレーゼ加算,45点,1,45点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,3,8，730点
手術,保険,外耳道異物除去術（単純）,260点,1,260点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,1,2，670点
手術,保険,鼻腔粘膜焼灼術,1，080点,5,5，400点
検査,保険,γ－ＧＴ,11点,1,11点
検査,保険,インフルエンザウイルス抗原定性,139点,81,11，259点
検査,保険,カリウム,11点,1,11点
検査,保険,クレアチニン,11点,1,11点
検査,保険,グルコース,11点,1,11点
検査,保険,チンパノメトリー,340点,26,8，840点
検査,保険,ナトリウム及びクロール,11点,1,11点
検査,保険,パワー・ベクトル分析加算,200点,34,6，800点
検査,保険,免疫学的検査判断料,144点,197,28，368点
検査,保険,平衡機能検査（標準検査）,20点,62,1，240点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,43,12，900点
検査,保険,微生物学的検査判断料,150点,43,6，450点
検査,保険,時間外加算（内視鏡検査）,40％,2,480点
検査,保険,末梢血液一般検査,21点,1,21点
検査,保険,検査逓減,-10％,8,-504点
検査,保険,標準純音聴力検査,350点,132,46，200点
検査,保険,特異的ＩｇＥ半定量・定量,110点,814,32，340点
検査,保険,生化学的検査（１）判断料,144点,1,144点
検査,保険,簡易聴力検査（気導純音聴力）,110点,36,3，960点
検査,保険,細菌培養同定検査（その他）,160点,6,960点
検査,保険,細菌薬剤感受性検査（１菌種）,170点,6,1，020点
検査,保険,細菌薬剤感受性検査（２菌種）,220点,1,220点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,4,2，880点
検査,保険,耳鳴検査,400点,18,7，200点
検査,保険,脳波検査判断料２,180点,4,720点
検査,保険,血液学的検査判断料,125点,1,125点
検査,保険,超音波検査（断層撮影法）（その他）,350点,9,3，150点
検査,保険,重心動揺計,250点,34,8，500点
検査,保険,静脈性嗅覚検査,45点,5,225点
検査,保険,非特異的ＩｇＥ定量,100点,21,2，100点
検査,保険,鼻腔・咽頭拭い液採取,5点,182,910点
検査,保険,ＡＬＰ,11点,1,11点
検査,保険,ＡＬＴ,17点,1,17点
検査,保険,ＡＳＴ,17点,1,17点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,1,11点
検査,保険,Ａｍｙ,11点,1,11点
検査,保険,Ｂ－Ｃ,6点,3,18点
検査,保険,Ｂ－Ｖ,35点,22,770点
検査,保険,ＢＩＬ／総,11点,1,11点
検査,保険,ＢＵＮ,11点,1,11点
検査,保険,ＣｈＥ,11点,1,11点
検査,保険,ＥＦ－喉頭,600点,41,24，600点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,65,39，000点
検査,保険,ＨＢｃ抗体半定量・定量,137点,1,137点
検査,保険,ＨＢｓ抗体,88点,1,88点
検査,保険,ＨＢｓ抗原,88点,1,88点
検査,保険,ＬＤ,11点,1,11点
検査,保険,Ｓ－Ｍ,61点,6,366点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原検出（定性）,300点,178,53，400点
検査,保険,ＳＡＲＳ－ＣｏＶ－２核酸検出（検査委託以外）,700点,18,12，600点
検査,保険,ＳＡＲＳ－ＣｏＶ－２核酸検出（検査委託）,1，350点,21,28，350点
検査,保険,ＴＰ,11点,1,11点
検査,保険,ＵＡ,11点,1,11点
画像,保険,コンピューター断層診断,450点,9,4，050点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,9,1，080点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,9,5，040点
病理診断・その他,保険,乳幼児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,400点,7,2，800点
病理診断・その他,保険,小児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,200点,10,2，000点
病理診断・その他,保険,救急医療管理加算１（診療報酬上臨時的取扱）（ＣＯＶ・外来診療）,950点,80,76，000点
保険外費用,自費,会計0円,0円,2,0円
保険外費用,自費,医療補助金請求書,500円,1,500円
保険外費用,保険,生命保険診断書3000円,3，000円,1,3，000円
保険外費用,保険,診察券代100円,100円,1,100円
保険外費用,保険,診断書（普通）1000円,1，000円,6,6，000円
合計,合　計,点数合計,,,1，229，364点
,,金額合計,,,9，600円
