診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,13,7，280点
病理診断・その他,保険,小児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,200点,4,800点
病理診断・その他,保険,救急医療管理加算１（診療報酬上臨時的取扱）（ＣＯＶ・外来診療）,950点,14,13，300点
保険外費用,自費,帯状疱疹ワクチン,22，000円,1,22，000円
保険外費用,自費,帯状疱疹ワクチン,20，000円,1,20，000円
保険外費用,自費,血液型,2，500円,2,5，000円
保険外費用,自費,補装具費支給意見書,3，000円,1,3，000円
保険外費用,保険,診察券代100円,100円,8,800円
保険外費用,保険,診断書（普通）1000円,1，000円,3,3，000円
保険外費用,自費,身体障害者診断書・意見書3000円,3，000円,1,3，000円
合計,合　計,点数合計,,,1，845，627点
,,金額合計,,,56，800円
