診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,604点,424,256，096点
医学管理,保険,抗菌薬適正使用体制加算（医学管理等）,5点,726,3，630点
医学管理,保険,特定疾患療養管理料（診療所）,225点,6,1，350点
医学管理,保険,発熱患者等対応加算（医学管理等）,20点,502,10，040点
医学管理,保険,診療情報提供料（１）,250点,24,6，000点
医学管理,保険,連携強化加算（医学管理等）,3点,726,2，178点
医学管理,保険,難病外来指導管理料,270点,5,1，350点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,2,840点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,54,13，500点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,58,5，800点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,960点,58,55，680点
在宅,保険,在宅自己注射指導管理料（１以外）（月２７回以下）,650点,3,1，950点
投薬,保険,一般名処方加算１（処方箋料）,10点,1855,18，550点
投薬,保険,一般名処方加算２（処方箋料）,8点,556,4，448点
投薬,保険,処方箋料（リフィル以外・その他）,60点,2954,177，240点
投薬,自費,処方箋料（リフィル以外・その他）,60点,2,120点
投薬,保険,特定疾患処方管理加算（処方箋料）,56点,7,392点
注射,保険,点滴注射（その他）（入院外）,53点,1,53点
注射,保険,皮内、皮下及び筋肉内注射,25点,2,50点
処置,保険,副鼻腔手術後の処置（片）,45点,1,45点
処置,保険,副鼻腔洗浄（その他）（片）,25点,100,2，500点
処置,保険,副鼻腔自然口開大処置,25点,2222,55，550点
処置,自費,副鼻腔自然口開大処置,25点,1,25点
処置,保険,口腔、咽頭処置,16点,3,48点
処置,保険,扁桃処置,40点,3,120点
処置,保険,耳処置,27点,235,6，345点
処置,保険,耳垢栓塞除去（複雑）（両）,160点,47,7，520点
処置,保険,耳垢栓塞除去（複雑）（片）,90点,23,2，070点
処置,保険,耳管処置１（片）,36点,8,288点
処置,保険,血腫穿刺,80点,1,80点
処置,保険,超音波ネブライザ,24点,1749,41，976点
処置,保険,鼓室処置（片）,62点,13,806点
処置,保険,鼻処置,16点,2193,35，088点
処置,自費,鼻処置,16点,1,16点
処置,保険,鼻出血止血法,240点,5,1，200点
手術,保険,イオントフォレーゼ加算,45点,1,45点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,4,11，640点
手術,保険,外耳道異物除去術（単純）,260点,4,1，040点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,1,2，670点
手術,自費,鼻内異物摘出術,690点,1,690点
手術,保険,鼻腔粘膜焼灼術,1，080点,5,5，400点
検査,保険,γ－ＧＴ,11点,3,33点
検査,保険,インフルエンザウイルス抗原定性,132点,18,2，376点
検査,保険,カリウム,11点,3,33点
検査,保険,クレアチニン,11点,3,33点
検査,保険,グルコース,11点,3,33点
検査,保険,グロブリンクラス別ウイルス抗体価（ヘルペス）,200点,1,200点
検査,保険,グロブリンクラス別ウイルス抗体価（ＥＢ）,200点,1,200点
検査,保険,チンパノメトリー,340点,27,9，180点
検査,保険,ナトリウム及びクロール,11点,3,33点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,6,1，200点
検査,保険,ビタミンＢ１２,136点,3,408点
検査,保険,免疫学的検査判断料,144点,247,35，568点
検査,自費,免疫学的検査判断料,144点,1,144点
検査,保険,平衡機能検査（標準検査）,20点,89,1，780点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,66,19，800点
検査,保険,平衡機能検査（重心動揺計）,250点,6,1，500点
検査,保険,微生物学的検査判断料,150点,16,2，400点
検査,保険,時間外加算（内視鏡検査）,40％,1,240点
検査,保険,末梢血液一般検査,21点,5,105点
検査,保険,末梢血液像（自動機械法）,15点,2,30点
検査,保険,検査逓減,-10％,48,-2，880点
検査,保険,標準純音聴力検査,350点,158,55，300点
検査,保険,特異的ＩｇＥ半定量・定量,110点,860,29，480点
検査,保険,生化学的検査（１）判断料,144点,5,720点
検査,保険,簡易聴力検査（気導純音聴力）,110点,72,7，920点
検査,保険,細菌培養同定検査（その他）,180点,16,2，880点
検査,保険,細菌薬剤感受性検査（１菌種）,185点,11,2，035点
検査,保険,細菌薬剤感受性検査（２菌種）,240点,1,240点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,8,5，760点
検査,保険,耳鳴検査,400点,1,400点
検査,保険,脳波検査判断料２,180点,8,1，440点
検査,保険,血液学的検査判断料,125点,5,625点
検査,保険,超音波検査（断層撮影法）（その他）,350点,11,3，850点
検査,保険,静脈性嗅覚検査,45点,2,90点
検査,保険,非特異的ＩｇＥ定量,100点,20,2，000点
検査,保険,鼻腔・咽頭拭い液採取,25点,230,5，750点
検査,自費,鼻腔・咽頭拭い液採取,25点,1,25点
検査,保険,Ａ群β溶連菌迅速試験定性,121点,11,1，331点
検査,保険,ＡＬＰ,11点,3,33点
検査,保険,ＡＬＴ,17点,3,51点
検査,保険,ＡＳＴ,17点,3,51点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,3,33点
検査,保険,Ａｍｙ,11点,3,33点
検査,保険,Ｂ－Ｃ,6点,1,6点
検査,保険,Ｂ－Ｖ,40点,25,1，000点
検査,保険,ＢＩＬ／総,11点,3,33点
検査,保険,ＢＵＮ,11点,3,33点
検査,保険,ＣＲＰ,16点,1,16点
検査,保険,ＣｈＥ,11点,3,33点
検査,保険,Ｃｕ,23点,3,69点
検査,保険,ＥＦ－喉頭,600点,88,52，800点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,397,238，200点
検査,保険,Ｆｅ,11点,3,33点
検査,保険,ＬＤ,11点,3,33点
検査,保険,Ｓ－Ｍ,67点,16,1，072点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,206,46，350点
検査,自費,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,1,225点
検査,保険,ＴＰ,11点,3,33点
検査,保険,ＵＡ,11点,3,33点
検査,保険,Ｚｎ,132点,3,396点
画像,保険,コンピューター断層診断,450点,39,17，550点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,39,4，680点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,39,21，840点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1894,11，364点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）１（初診時）,6点,2,12点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,2782,5，564点
保険外費用,自費,インフル￥0,0円,13,0円
保険外費用,自費,インフル￥1000,1，000円,9,9，000円
保険外費用,自費,インフル￥1100,1，100円,1,1，100円
保険外費用,自費,インフル￥1200,1，200円,15,18，000円
保険外費用,自費,インフル￥1500,1，500円,2,3，000円
保険外費用,自費,インフル￥2000,2，000円,4,8，000円
保険外費用,自費,インフル￥2500,2，500円,1,2，500円
保険外費用,自費,インフル￥2600,2，600円,1,2，600円
保険外費用,自費,インフル￥3000,3，000円,156,468，000円
保険外費用,自費,インフル￥3100,3，100円,4,12，400円
保険外費用,自費,インフル￥3500,3，500円,2,7，000円
保険外費用,自費,インフル￥4000,4，000円,90,360，000円
保険外費用,自費,インフル￥4100,4，100円,8,32，800円
保険外費用,自費,コロナ￥2000,2，000円,5,10，000円
保険外費用,自費,会計0円,0円,1,0円
保険外費用,自費,入院・手術・通院等証明書3000円,3，000円,1,3，000円
保険外費用,自費,医療補助金請求書,500円,1,500円
保険外費用,自費,帯状疱疹ワクチン,12，000円,1,12，000円
保険外費用,自費,補装具費支給意見書,3，000円,1,3，000円
保険外費用,保険,診察券代100円,100円,17,1，700円
保険外費用,保険,診断書（普通）1000円,1，000円,8,8，000円
保険外費用,自費,難聴高齢者補聴器意見書,3，000円,1,3，000円
合計,合　計,点数合計,,,2，458，755点
,,金額合計,,,965，600円
