診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,2,22点
検査,保険,Ａｍｙ,11点,2,22点
検査,保険,Ｂ－Ｃ,6点,2,12点
検査,保険,Ｂ－Ｖ,35点,14,490点
検査,保険,ＢＩＬ／総,11点,2,22点
検査,保険,ＢＵＮ,11点,2,22点
検査,保険,ＣｈＥ,11点,2,22点
検査,保険,ＥＦ－喉頭,600点,44,26，400点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,75,45，000点
検査,保険,ＨＢｃ抗体半定量・定量,137点,1,137点
検査,保険,ＨＢｓ抗体,88点,1,88点
検査,保険,ＨＢｓ抗原,88点,1,88点
検査,保険,ＬＤ,11点,2,22点
検査,保険,Ｓ－Ｍ,61点,8,488点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原検出（定性）,300点,87,26，100点
検査,保険,ＳＡＲＳ－ＣｏＶ－２核酸検出（検査委託）,1，350点,12,16，200点
検査,保険,ＴＰ,11点,2,22点
検査,保険,ＵＡ,11点,2,22点
画像,保険,コンピューター断層診断,450点,4,1，800点
画像,保険,他医撮影のコンピューター断層診断,450点,1,450点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,4,480点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,4,2，240点
病理診断・その他,保険,乳幼児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,400点,1,400点
病理診断・その他,保険,小児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,200点,5,1，000点
病理診断・その他,保険,救急医療管理加算１（診療報酬上臨時的取扱）（ＣＯＶ・外来診療）,950点,25,23，750点
保険外費用,自費,会計0円,0円,1,0円
保険外費用,自費,生命保険診断書3000円,3，000円,1,3，000円
保険外費用,保険,診察券代100円,100円,3,300円
保険外費用,保険,診断書（普通）1000円,1，000円,6,6，000円
保険外費用,保険,診断書（精密）3000円,3，000円,1,3，000円
合計,合　計,点数合計,,,1，004，848点
,,金額合計,,,12，300円
