診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
検査,保険,グロブリンクラス別ウイルス抗体価（ＥＢ）,200点,2,400点
検査,保険,チンパノメトリー,340点,29,9，860点
検査,保険,ナトリウム及びクロール,11点,6,66点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,5,1，000点
検査,保険,ビタミンＢ１２,136点,1,136点
検査,保険,免疫学的検査判断料,144点,92,13，248点
検査,保険,平衡機能検査（標準検査）,20点,81,1，620点
検査,自費,平衡機能検査（標準検査）,20点,2,40点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,55,16，500点
検査,自費,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,2,600点
検査,保険,平衡機能検査（重心動揺計）,250点,5,1，250点
検査,保険,微生物学的検査判断料,150点,23,3，450点
検査,保険,末梢血液一般検査,21点,6,126点
検査,保険,末梢血液像（自動機械法）,15点,5,75点
検査,保険,検査逓減,-10％,55,-3，200点
検査,保険,標準純音聴力検査,350点,167,58，450点
検査,保険,特異的ＩｇＥ半定量・定量,110点,2340,74，360点
検査,保険,生化学的検査（１）判断料,144点,6,864点
検査,保険,生化学的検査（２）判断料,144点,1,144点
検査,保険,簡易聴力検査（気導純音聴力）,110点,65,7，150点
検査,保険,細菌培養同定検査（その他）,180点,21,3，780点
検査,保険,細菌培養同定検査（口腔）,180点,1,180点
検査,保険,細菌薬剤感受性検査（１菌種）,185点,18,3，330点
検査,保険,細菌薬剤感受性検査（２菌種）,240点,2,480点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,5,3，600点
検査,保険,脳波検査判断料２,180点,5,900点
検査,保険,血液学的検査判断料,125点,6,750点
検査,保険,超音波検査（断層撮影法）（その他）,350点,21,7，350点
検査,保険,非特異的ＩｇＥ定量,100点,52,5，200点
検査,保険,鼻腔・咽頭拭い液採取,25点,36,900点
検査,保険,Ａ群β溶連菌迅速試験定性,121点,7,847点
検査,保険,ＡＬＰ,11点,6,66点
検査,保険,ＡＬＴ,17点,6,102点
検査,保険,ＡＳＴ,17点,6,102点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,6,66点
検査,保険,Ａｍｙ,11点,6,66点
検査,保険,Ｂ－Ｖ,40点,58,2，320点
検査,保険,ＢＩＬ／総,11点,6,66点
検査,保険,ＢＵＮ,11点,6,66点
検査,保険,ＣＲＰ,16点,5,80点
検査,保険,ＣｈＥ,11点,6,66点
検査,保険,Ｃｕ,23点,1,23点
検査,保険,ＥＦ－喉頭,600点,95,57，000点
検査,自費,ＥＦ－喉頭,600点,1,600点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,371,222，600点
検査,自費,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,1,600点
検査,保険,ＦＴ３,121点,1,121点
検査,保険,ＦＴ４,121点,1,121点
検査,保険,Ｆｅ,11点,1,11点
検査,保険,ＨＢｃ抗体半定量・定量,130点,2,260点
検査,保険,ＨＢｓ抗体,88点,2,176点
検査,保険,ＨＢｓ抗原,88点,2,176点
検査,保険,ＨｂＡ１ｃ,49点,2,98点
検査,保険,ＬＤ,11点,6,66点
検査,保険,Ｓ－Ｍ,67点,23,1，541点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,29,6，525点
検査,保険,ＴＰ,11点,6,66点
検査,保険,ＴＳＨ,98点,1,98点
検査,保険,ＵＡ,11点,6,66点
検査,保険,Ｚｎ,132点,1,132点
画像,保険,コンピューター断層診断,450点,15,6，750点
画像,保険,単純撮影（イ）の写真診断,85点,3,255点
画像,保険,単純撮影（デジタル撮影）,68点,3,204点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,15,1，800点
画像,保険,電子画像管理加算（単純撮影）,57点,3,171点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,15,8，400点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1524,9，144点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）１（初診時）,6点,7,42点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,2570,5，140点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,3,6点
保険外費用,自費,医療補助金請求書,500円,1,500円
保険外費用,自費,補装具費支給意見書,3，000円,1,3，000円
保険外費用,保険,診察券代100円,100円,22,2，200円
保険外費用,保険,診断書（普通）1000円,1，000円,3,3，000円
保険外費用,自費,難聴高齢者補聴器意見書,3，000円,2,6，000円
合計,合　計,点数合計,,,2，089，498点
,,金額合計,,,14，700円
