診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
処置,保険,耳垢栓塞除去（複雑）（両）,180点,148,26，640点
処置,自費,耳垢栓塞除去（複雑）（両）,180点,1,180点
処置,保険,耳垢栓塞除去（複雑）（片）,100点,41,4，100点
処置,保険,耳管処置１（片）,36点,6,216点
処置,保険,超音波ネブライザ,24点,914,21，936点
処置,保険,鼓室処置（片）,55点,13,715点
処置,保険,鼻処置,16点,1288,20，608点
処置,自費,鼻処置,16点,2,32点
処置,保険,鼻出血止血法,240点,6,1，440点
手術,保険,イオントフォレーゼ加算,45点,5,225点
手術,保険,咽頭異物摘出術（簡単）,500点,2,1，000点
手術,保険,外耳道異物除去術（単純）,260点,3,780点
手術,保険,鼓膜切開術,830点,3,2，490点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,2,5，340点
手術,保険,鼻内異物摘出術,690点,1,690点
手術,保険,鼻腔粘膜焼灼術,1，080点,18,19，440点
検査,保険,γ－ＧＴ,11点,5,55点
検査,保険,アデノウイルス抗原定性（糞便を除く。）,184点,3,552点
検査,保険,インフルエンザウイルス抗原定性,136点,2,272点
検査,保険,カリウム,11点,5,55点
検査,保険,クレアチニン,11点,5,55点
検査,保険,グルコース,11点,5,55点
検査,保険,グロブリンクラス別ウイルス抗体価（ＥＢ）,206点,3,618点
検査,保険,チンパノメトリー,340点,34,11，560点
検査,保険,ナトリウム及びクロール,11点,5,55点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,17,3，400点
検査,保険,ビタミンＢ１２,140点,2,280点
検査,保険,免疫学的検査判断料,144点,183,26，352点
検査,保険,平衡機能検査（標準検査）,20点,94,1，880点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,63,18，900点
検査,保険,平衡機能検査（重心動揺計）,250点,17,4，250点
検査,保険,微生物学的検査判断料,150点,23,3，450点
検査,保険,末梢血液一般検査,21点,7,147点
検査,保険,末梢血液像（自動機械法）,15点,5,75点
検査,保険,検査逓減,-10％,19,-1，115点
検査,保険,標準純音聴力検査,350点,214,74，900点
検査,自費,標準純音聴力検査,350点,1,350点
検査,保険,特異的ＩｇＥ半定量・定量,110点,1127,46，750点
検査,保険,生化学的検査（１）判断料,144点,7,1，008点
検査,保険,簡易聴力検査（気導純音聴力）,110点,68,7，480点
検査,保険,細菌培養同定検査（その他）,170点,23,3，910点
検査,保険,細菌薬剤感受性検査（１菌種）,180点,15,2，700点
検査,保険,細菌薬剤感受性検査（２菌種）,230点,4,920点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,11,7，920点
検査,保険,耳鳴検査,400点,2,800点
検査,保険,脳波検査判断料２,180点,11,1，980点
検査,保険,血液学的検査判断料,125点,7,875点
検査,保険,超音波検査（断層撮影法）（その他）,350点,19,6，650点
検査,保険,静脈性嗅覚検査,45点,6,270点
検査,保険,非特異的ＩｇＥ定量,100点,29,2，900点
検査,保険,鼻腔・咽頭拭い液採取,25点,101,2，525点
検査,保険,Ａ群β溶連菌迅速試験定性,124点,10,1，240点
検査,保険,ＡＬＰ,11点,5,55点
検査,保険,ＡＬＴ,17点,5,85点
検査,保険,ＡＳＴ,17点,5,85点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,5,55点
検査,保険,Ａｍｙ,11点,5,55点
検査,保険,Ｂ－Ｃ,6点,7,42点
検査,保険,Ｂ－Ｖ,37点,37,1，369点
検査,保険,ＢＩＬ／総,11点,5,55点
検査,保険,ＢＵＮ,11点,5,55点
検査,保険,ＣＲＰ,16点,5,80点
検査,保険,ＣｈＥ,11点,5,55点
検査,保険,Ｃｕ,23点,2,46点
検査,保険,ＥＦ－喉頭,600点,77,46，200点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,216,129，600点
検査,保険,Ｆｅ,11点,2,22点
検査,保険,ＬＤ,11点,5,55点
検査,保険,Ｓ－Ｍ,64点,23,1，472点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出（定性）,420点,134,56，280点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原検出（定性）,300点,1,300点
検査,保険,ＴＰ,11点,5,55点
検査,保険,ＵＡ,11点,5,55点
検査,保険,Ｚｎ,136点,2,272点
画像,保険,コンピューター断層診断,450点,25,11，250点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,25,3，000点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,25,14，000点
保険外費用,自費,会計0円,0円,1,0円
保険外費用,自費,好酸球性副鼻腔炎の臨床調査個人票,1，100円,4,4，400円
保険外費用,自費,帯状疱疹ワクチン,22，000円,1,22，000円
保険外費用,自費,帯状疱疹ワクチン,20，000円,1,20，000円
保険外費用,自費,血液型,2，500円,1,2，500円
保険外費用,自費,補装具費支給意見書,3，000円,2,6，000円
保険外費用,保険,診察券代100円,100円,9,900円
保険外費用,保険,診断書（普通）1000円,1，000円,9,9，000円
保険外費用,自費,身体障害者診断書・意見書3000円,3，000円,1,3，000円
合計,合　計,点数合計,,,2，030，782点
,,金額合計,,,67，800円
