診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
病理診断・その他,保険,救急医療管理加算１（診療報酬上臨時的取扱）（ＣＯＶ・外来診療）,950点,24,22，800点
保険外費用,自費,インフル￥0,0円,41,0円
保険外費用,自費,インフル￥1000,1，000円,18,18，000円
保険外費用,自費,インフル￥1500,1，500円,8,12，000円
保険外費用,自費,インフル￥1600,1，600円,2,3，200円
保険外費用,自費,インフル￥2500,2，500円,10,25，000円
保険外費用,自費,インフル￥2600,2，600円,2,5，200円
保険外費用,自費,インフル￥3000,3，000円,173,519，000円
保険外費用,自費,インフル￥3100,3，100円,5,15，500円
保険外費用,自費,インフル￥3500,3，500円,135,472，500円
保険外費用,自費,インフル￥3600,3，600円,12,43，200円
保険外費用,自費,インフル￥500,500円,2,1，000円
保険外費用,自費,会計0円,0円,2,0円
保険外費用,自費,帯状疱疹ワクチン,20，000円,1,20，000円
保険外費用,自費,血液型,2，500円,2,5，000円
保険外費用,保険,診察券代100円,100円,9,900円
保険外費用,保険,診断書（普通）1000円,1，000円,6,6，000円
保険外費用,自費,診断書（普通）1000円,1，000円,1,1，000円
保険外費用,自費,診断書（精密）3000円,3，000円,1,3，000円
保険外費用,自費,身体障害者診断書・意見書3000円,3，000円,1,3，000円
合計,合　計,点数合計,,,1，756，076点
,,金額合計,,,1，153，500円
