診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,23,12，880点
保険外費用,自費,医療補助金請求書,500円,1,500円
保険外費用,自費,帯状疱疹ワクチン,12，000円,1,12，000円
保険外費用,自費,血液型,2，500円,1,2，500円
保険外費用,保険,診察券代100円,100円,15,1，500円
保険外費用,保険,診断書（普通）1000円,1，000円,5,5，000円
保険外費用,保険,診断書（精密）3000円,3，000円,1,3，000円
保険外費用,自費,診断書（精密）3000円,3，000円,1,3，000円
合計,合　計,点数合計,,,2，250，806点
,,金額合計,,,27，500円
