診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
注射,保険,皮内、皮下及び筋肉内注射,22点,2,44点
処置,保険,副鼻腔洗浄（その他）（片）,25点,78,1，950点
処置,保険,副鼻腔自然口開大処置,25点,1002,25，050点
処置,自費,副鼻腔自然口開大処置,25点,1,25点
処置,保険,創傷処置（１００ｃｍ２未満）,52点,1,52点
処置,保険,口腔、咽頭処置,16点,3,48点
処置,保険,耳処置,27点,261,7，047点
処置,保険,耳垢栓塞除去（複雑）（両）,180点,35,6，300点
処置,保険,耳垢栓塞除去（複雑）（片）,100点,12,1，200点
処置,保険,耳管処置１（片）,36点,4,144点
処置,保険,超音波ネブライザ,24点,759,18，216点
処置,自費,超音波ネブライザ,24点,1,24点
処置,保険,鼓室処置（片）,55点,17,935点
処置,保険,鼻処置,16点,1032,16，512点
処置,自費,鼻処置,16点,1,16点
処置,保険,鼻出血止血法,240点,1,240点
手術,保険,イオントフォレーゼ加算,45点,2,90点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,2,5，820点
手術,保険,咽頭異物摘出術（簡単）,500点,1,500点
手術,保険,外耳道異物除去術（単純）,260点,5,1，300点
手術,保険,鼓膜切開術,830点,2,1，660点
手術,保険,鼻腔粘膜焼灼術,1，080点,11,11，880点
検査,保険,γ－ＧＴ,11点,3,33点
検査,保険,インフルエンザウイルス抗原定性,136点,1,136点
検査,保険,カリウム,11点,3,33点
検査,保険,クレアチニン,11点,3,33点
検査,保険,グルコース,11点,3,33点
検査,保険,グロブリンクラス別ウイルス抗体価（ＥＢ）,206点,1,206点
検査,保険,サイログロブリン,131点,1,131点
検査,保険,チンパノメトリー,340点,30,10，200点
検査,保険,ナトリウム及びクロール,11点,3,33点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,10,2，000点
検査,保険,免疫学的検査判断料,144点,211,30，384点
検査,自費,免疫学的検査判断料,144点,1,144点
検査,保険,平衡機能検査（標準検査）,20点,79,1，580点
検査,自賠責,平衡機能検査（標準検査）,20点,1,20点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,54,16，200点
検査,自賠責,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,1,300点
検査,保険,平衡機能検査（重心動揺計）,250点,10,2，500点
検査,保険,微生物学的検査判断料,150点,26,3，900点
検査,保険,時間外加算（内視鏡検査）,40％,1,240点
検査,保険,末梢血液一般検査,21点,4,84点
検査,保険,末梢血液像（自動機械法）,15点,1,15点
検査,保険,検査逓減,-10％,26,-1，510点
検査,保険,標準純音聴力検査,350点,184,64，400点
検査,自賠責,標準純音聴力検査,350点,1,350点
検査,保険,特異的ＩｇＥ半定量・定量,110点,713,26，950点
検査,保険,生化学的検査（１）判断料,144点,4,576点
検査,保険,生化学的検査（２）判断料,144点,1,144点
検査,保険,簡易聴力検査（気導純音聴力）,110点,78,8，580点
検査,保険,細菌培養同定検査（その他）,170点,16,2，720点
検査,保険,細菌培養同定検査（口腔）,170点,1,170点
検査,保険,細菌薬剤感受性検査（１菌種）,180点,14,2，520点
検査,保険,細菌薬剤感受性検査（２菌種）,230点,2,460点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,7,5，040点
検査,保険,耳鳴検査,400点,7,2，800点
検査,保険,脳波検査判断料２,180点,7,1，260点
検査,保険,血液学的検査判断料,125点,4,500点
検査,保険,超音波検査（断層撮影法）（その他）,350点,18,6，300点
検査,保険,静脈性嗅覚検査,45点,5,225点
検査,保険,非特異的ＩｇＥ定量,100点,19,1，900点
検査,保険,鼻腔・咽頭拭い液採取,25点,169,4，225点
検査,自費,鼻腔・咽頭拭い液採取,25点,1,25点
検査,保険,Ａ群β溶連菌迅速試験定性,124点,2,248点
検査,保険,ＡＬＰ,11点,3,33点
検査,保険,ＡＬＴ,17点,3,51点
検査,保険,ＡＳＴ,17点,3,51点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,3,33点
検査,保険,Ａｍｙ,11点,3,33点
検査,保険,Ｂ－Ｃ,6点,1,6点
検査,保険,Ｂ－Ｖ,37点,22,814点
検査,保険,ＢＩＬ／総,11点,3,33点
検査,保険,ＢＵＮ,11点,3,33点
検査,保険,ＣＲＰ,16点,1,16点
検査,保険,ＣｈＥ,11点,3,33点
検査,保険,ＥＦ－喉頭,600点,62,37，200点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,189,113，400点
検査,保険,ＦＴ３,124点,1,124点
検査,保険,ＦＴ４,124点,1,124点
検査,保険,Ｆｅ,11点,1,11点
検査,保険,ＬＤ,11点,3,33点
検査,保険,Ｓ－Ｍ,64点,17,1，088点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原検出（定性）,300点,193,57，900点
検査,自費,ＳＡＲＳ－ＣｏＶ－２抗原検出（定性）,300点,1,300点
検査,保険,ＳＡＲＳ－ＣｏＶ－２核酸検出（検査委託以外）,700点,9,6，300点
検査,保険,ＴＰ,11点,3,33点
検査,保険,ＴＳＨ,101点,1,101点
検査,保険,ＵＡ,11点,3,33点
検査,保険,Ｚｎ,136点,1,136点
画像,保険,コンピューター断層診断,450点,12,5，400点
画像,保険,他医撮影のコンピューター断層診断,450点,1,450点
画像,保険,単純撮影（イ）の写真診断,85点,1,85点
画像,保険,単純撮影（デジタル撮影）,68点,1,68点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,12,1，440点
画像,保険,電子画像管理加算（単純撮影）,57点,1,57点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,12,6，720点
病理診断・その他,保険,乳幼児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,400点,6,2，400点
病理診断・その他,保険,小児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,200点,11,2，200点
病理診断・その他,保険,救急医療管理加算１（診療報酬上臨時的取扱）（ＣＯＶ・外来診療）,950点,94,89，300点
病理診断・その他,自費,救急医療管理加算１（診療報酬上臨時的取扱）（ＣＯＶ・外来診療）,950点,1,950点
保険外費用,自費,インフル￥0,0円,66,0円
保険外費用,自費,インフル￥1000,1，000円,27,27，000円
保険外費用,自費,インフル￥1100,1，100円,1,1，100円
保険外費用,自費,インフル￥1500,1，500円,12,18，000円
保険外費用,自費,インフル￥1600,1，600円,1,1，600円
保険外費用,自費,インフル￥2000,2，000円,6,12，000円
保険外費用,自費,インフル￥2500,2，500円,26,65，000円
保険外費用,自費,インフル￥2600,2，600円,1,2，600円
保険外費用,自費,インフル￥3000,3，000円,397,1，191，000円
保険外費用,自費,インフル￥3100,3，100円,13,40，300円
保険外費用,自費,インフル￥3500,3，500円,260,910，000円
保険外費用,自費,インフル￥3600,3，600円,16,57，600円
保険外費用,自費,インフル￥500,500円,24,12，000円
保険外費用,自費,会計0円,0円,1,0円
保険外費用,自費,血液型,2，500円,1,2，500円
保険外費用,自費,補装具費支給意見書,3，000円,1,3，000円
保険外費用,保険,診察券代100円,100円,4,400円
保険外費用,保険,診断書（普通）1000円,1，000円,6,6，000円
合計,合　計,点数合計,,,2，016，102点
,,金額合計,,,2，350，100円
