診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
処置,保険,副鼻腔洗浄（その他）（片）,25点,108,2，700点
処置,保険,副鼻腔自然口開大処置,25点,1428,35，700点
処置,保険,扁桃処置,40点,2,80点
処置,保険,耳処置,27点,274,7，398点
処置,保険,耳垢栓塞除去（複雑）（両）,180点,34,6，120点
処置,保険,耳垢栓塞除去（複雑）（片）,100点,17,1，700点
処置,保険,耳管処置１（片）,36点,6,216点
処置,保険,超音波ネブライザ,24点,1123,26，952点
処置,保険,鼓室処置（片）,55点,21,1，155点
処置,保険,鼻処置,16点,1408,22，528点
処置,保険,鼻出血止血法,240点,3,720点
手術,保険,イオントフォレーゼ加算,45点,5,225点
手術,保険,咽頭異物摘出術（簡単）,500点,1,500点
手術,保険,外耳道異物除去術（単純）,260点,2,520点
手術,保険,鼓膜切開術,830点,4,3，320点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,1,2，670点
手術,保険,鼻腔粘膜焼灼術,1，080点,6,6，480点
検査,保険,γ－ＧＴ,11点,1,11点
検査,保険,アデノウイルス抗原定性（糞便を除く。）,184点,9,1，656点
検査,保険,カリウム,11点,1,11点
検査,保険,クレアチニン,11点,1,11点
検査,保険,グルコース,11点,1,11点
検査,保険,チンパノメトリー,340点,23,7，820点
検査,保険,ナトリウム及びクロール,11点,1,11点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,9,1，800点
検査,保険,免疫学的検査判断料,144点,291,41，904点
検査,保険,平衡機能検査（標準検査）,20点,90,1，800点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,45,13，500点
検査,保険,平衡機能検査（重心動揺計）,250点,9,2，250点
検査,保険,微生物学的検査判断料,150点,19,2，850点
検査,保険,末梢血液一般検査,21点,1,21点
検査,保険,検査逓減,-10％,26,-1，560点
検査,保険,標準純音聴力検査,350点,167,58，450点
検査,自費,標準純音聴力検査,350点,1,350点
検査,保険,特異的ＩｇＥ半定量・定量,110点,906,33，880点
検査,保険,生化学的検査（１）判断料,144点,1,144点
検査,保険,生化学的検査（２）判断料,144点,1,144点
検査,保険,簡易聴力検査（気導純音聴力）,110点,93,10，230点
検査,保険,細菌培養同定検査（その他）,170点,19,3，230点
検査,保険,細菌薬剤感受性検査（１菌種）,180点,12,2，160点
検査,保険,細菌薬剤感受性検査（２菌種）,230点,5,1，150点
検査,保険,細菌薬剤感受性検査（３菌種以上）,290点,1,290点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,8,5，760点
検査,保険,脳波検査判断料２,180点,8,1，440点
検査,保険,血液学的検査判断料,125点,1,125点
検査,保険,超音波検査（断層撮影法）（その他）,350点,21,7，350点
検査,保険,静脈性嗅覚検査,45点,9,405点
検査,保険,非特異的ＩｇＥ定量,100点,24,2，400点
検査,保険,鼻腔・咽頭拭い液採取,25点,231,5，775点
検査,保険,Ａ群β溶連菌迅速試験定性,124点,30,3，720点
検査,保険,ＡＬＰ,11点,1,11点
検査,保険,ＡＬＴ,17点,1,17点
検査,保険,ＡＳＴ,17点,1,17点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,1,11点
検査,保険,Ａｍｙ,11点,1,11点
検査,保険,Ｂ－Ｃ,6点,1,6点
検査,保険,Ｂ－Ｖ,37点,25,925点
検査,保険,ＢＩＬ／総,11点,1,11点
検査,保険,ＢＵＮ,11点,1,11点
検査,保険,ＣｈＥ,11点,1,11点
検査,保険,ＥＦ－中耳,240点,1,240点
検査,保険,ＥＦ－喉頭,600点,64,38，400点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,226,135，600点
検査,保険,ＦＴ３,124点,1,124点
検査,保険,ＦＴ４,124点,1,124点
検査,保険,ＬＤ,11点,1,11点
検査,保険,Ｓ－Ｍ,64点,19,1，216点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出（定性）,420点,248,104，160点
検査,保険,ＴＰ,11点,1,11点
検査,保険,ＴＲＡｂ,220点,1,220点
検査,保険,ＴＳＨ,101点,1,101点
検査,保険,ＵＡ,11点,1,11点
画像,保険,コンピューター断層診断,450点,34,15，300点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,34,4，080点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,34,19，040点
保険外費用,自費,アプノモニター貸出代,5，500円,3,16，500円
保険外費用,自費,インフル￥0,0円,8,0円
保険外費用,自費,インフル￥1000,1，000円,18,18，000円
保険外費用,自費,インフル￥1200,1，200円,9,10，800円
保険外費用,自費,インフル￥1500,1，500円,7,10，500円
保険外費用,自費,インフル￥2000,2，000円,2,4，000円
保険外費用,自費,インフル￥2500,2，500円,11,27，500円
保険外費用,自費,インフル￥3000,3，000円,130,390，000円
保険外費用,自費,インフル￥3100,3，100円,1,3，100円
保険外費用,自費,インフル￥3500,3，500円,124,434，000円
保険外費用,自費,インフル￥3600,3，600円,5,18，000円
保険外費用,自費,インフル￥500,500円,2,1，000円
保険外費用,自費,会計0円,0円,2,0円
保険外費用,自費,帯状疱疹ワクチン,12，000円,1,12，000円
保険外費用,自費,血液型,2，500円,1,2，500円
保険外費用,保険,診察券代100円,100円,8,800円
保険外費用,保険,診断書（普通）1000円,1，000円,4,4，000円
合計,合　計,点数合計,,,2，018，927点
,,金額合計,,,952，700円
