診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
注射,保険,皮内、皮下及び筋肉内注射,25点,2,50点
処置,保険,副鼻腔洗浄（その他）（片）,25点,74,1，850点
処置,保険,副鼻腔自然口開大処置,25点,1344,33，600点
処置,自費,副鼻腔自然口開大処置,25点,1,25点
処置,保険,口腔、咽頭処置,16点,1,16点
処置,保険,耳処置,27点,273,7，371点
処置,保険,耳垢栓塞除去（複雑）（両）,160点,208,33，280点
処置,保険,耳垢栓塞除去（複雑）（片）,90点,32,2，880点
処置,保険,耳管処置１（片）,36点,10,360点
処置,保険,超音波ネブライザ,24点,983,23，592点
処置,保険,鼓室処置（片）,62点,14,868点
処置,保険,鼻処置,16点,1387,22，192点
処置,自費,鼻処置,16点,1,16点
処置,保険,鼻出血止血法,240点,3,720点
手術,保険,イオントフォレーゼ加算,45点,10,450点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,2,5，820点
手術,保険,咽頭異物摘出術（簡単）,500点,2,1，000点
手術,保険,外耳道異物除去術（単純）,260点,1,260点
手術,保険,鼓膜切開術,830点,8,6，640点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,2,5，340点
手術,保険,鼻腔粘膜焼灼術,1，080点,13,14，040点
検査,保険,γ－ＧＴ,11点,6,66点
検査,保険,カリウム,11点,6,66点
検査,保険,クレアチニン,11点,6,66点
検査,保険,グルコース,11点,3,33点
検査,保険,チンパノメトリー,340点,37,12，580点
検査,保険,ナトリウム及びクロール,11点,6,66点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,5,1，000点
検査,保険,ビタミンＢ１２,136点,1,136点
検査,保険,免疫学的検査判断料,144点,68,9，792点
検査,保険,平衡機能検査（標準検査）,20点,87,1，740点
検査,自費,平衡機能検査（標準検査）,20点,1,20点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,60,18，000点
検査,自費,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,2,600点
検査,保険,平衡機能検査（重心動揺計）,250点,5,1，250点
検査,保険,微生物学的検査判断料,150点,13,1，950点
検査,保険,抗ＳＳ－Ａ／Ｒｏ抗体定量,161点,1,161点
検査,保険,抗ＳＳ－Ｂ／Ｌａ抗体定量,157点,1,157点
検査,保険,末梢血液一般検査,21点,6,126点
検査,保険,末梢血液像（自動機械法）,15点,3,45点
検査,保険,検査逓減,-10％,47,-2，820点
検査,保険,標準純音聴力検査,350点,172,60，200点
検査,保険,特異的ＩｇＥ半定量・定量,110点,1945,62，590点
検査,保険,生化学的検査（１）判断料,144点,7,1，008点
検査,保険,簡易聴力検査（気導純音聴力）,110点,58,6，380点
検査,保険,細菌培養同定検査（その他）,180点,13,2，340点
検査,保険,細菌薬剤感受性検査（１菌種）,185点,10,1，850点
検査,保険,細菌薬剤感受性検査（２菌種）,240点,1,240点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,8,5，760点
検査,保険,耳鳴検査,400点,1,400点
検査,保険,脳波検査判断料２,180点,8,1，440点
検査,保険,血液学的検査判断料,125点,6,750点
検査,保険,超音波検査（断層撮影法）（その他）,350点,27,9，450点
検査,保険,静脈性嗅覚検査,45点,2,90点
検査,保険,非特異的ＩｇＥ定量,100点,45,4，500点
検査,保険,鼻腔・咽頭拭い液採取,25点,23,575点
検査,保険,Ａ群β溶連菌迅速試験定性,121点,6,726点
検査,保険,ＡＬＰ,11点,3,33点
検査,保険,ＡＬＴ,17点,6,102点
検査,保険,ＡＳＴ,17点,6,102点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,3,33点
検査,保険,Ａｍｙ,11点,3,33点
検査,保険,Ｂ－Ｖ,40点,51,2，040点
検査,保険,ＢＩＬ／総,11点,6,66点
検査,保険,ＢＵＮ,11点,6,66点
検査,保険,ＣＨ５０,38点,1,38点
検査,保険,ＣＲＰ,16点,1,16点
検査,保険,ＣｈＥ,11点,6,66点
検査,保険,Ｃｕ,23点,1,23点
検査,保険,ＥＦ－喉頭,600点,94,56，400点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,405,243，000点
検査,保険,ＥＳＲ,9点,1,9点
検査,保険,Ｆｅ,11点,1,11点
検査,保険,ＨＢｃ抗体半定量・定量,130点,2,260点
検査,保険,ＨＢｓ抗体,88点,2,176点
検査,保険,ＨＢｓ抗原,88点,2,176点
検査,保険,ＨｂＡ１ｃ,49点,2,98点
検査,保険,ＩｇＧ,38点,1,38点
検査,保険,ＩｇＭ,38点,1,38点
検査,保険,ＬＤ,11点,6,66点
検査,保険,ＭＰＯ－ＡＮＣＡ,251点,1,251点
検査,保険,ＰＲ３－ＡＮＣＡ,252点,1,252点
検査,保険,ＲＦ定量,30点,1,30点
検査,保険,Ｓ－Ｍ,67点,13,871点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,15,3，375点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原定性,150点,2,300点
検査,保険,ＴＰ,11点,3,33点
検査,保険,ＵＡ,11点,3,33点
検査,保険,Ｚｎ,132点,1,132点
画像,保険,コンピューター断層診断,450点,34,15，300点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,34,4，080点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,34,19，040点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1649,9，894点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1,6点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,2005,4，010点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,3,6点
保険外費用,自費,労働者災害補償保険様式第8号,2，000円,1,2，000円
保険外費用,自費,様式第8号,1，000円,1,1，000円
保険外費用,保険,診察券代100円,100円,16,1，600円
保険外費用,保険,診断書（普通）1000円,1，000円,5,5，000円
保険外費用,自費,難聴高齢者補聴器意見書,3，000円,2,6，000円
合計,合　計,点数合計,,,2，026，947点
,,金額合計,,,15，600円
