診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
医学管理,保険,発熱患者等対応加算（医学管理等）,20点,219,4，380点
医学管理,保険,診療情報提供料（１）,250点,32,8，000点
医学管理,保険,連携強化加算（医学管理等）,3点,376,1，128点
医学管理,保険,難病外来指導管理料,270点,3,810点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,11,4，620点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,48,12，000点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,51,5，100点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,960点,51,48，960点
在宅,保険,在宅自己注射指導管理料（１以外）（月２７回以下）,650点,1,650点
投薬,保険,一般名処方加算１（処方箋料）,10点,789,7，890点
投薬,保険,一般名処方加算２（処方箋料）,8点,454,3，632点
投薬,保険,処方箋料（リフィル以外・その他）,60点,1765,105，900点
投薬,自費,処方箋料（リフィル以外・その他）,60点,2,120点
投薬,保険,処方箋料（リフィル以外・７種類以上内服薬）,32点,1,32点
投薬,保険,特定疾患処方管理加算（処方箋料）,56点,2,112点
注射,保険,皮内、皮下及び筋肉内注射,25点,3,75点
処置,保険,副鼻腔洗浄（その他）（片）,25点,58,1，450点
処置,保険,副鼻腔自然口開大処置,25点,1052,26，300点
処置,保険,口腔、咽頭処置,16点,1,16点
処置,保険,耳処置,27点,240,6，480点
処置,自費,耳処置,27点,1,27点
処置,保険,耳垢栓塞除去（複雑）（両）,160点,43,6，880点
処置,保険,耳垢栓塞除去（複雑）（片）,90点,23,2，070点
処置,保険,耳管処置１（片）,36点,9,324点
処置,保険,超音波ネブライザ,24点,804,19，296点
処置,保険,鼓室処置（片）,62点,20,1，240点
処置,保険,鼻処置,16点,1067,17，072点
手術,保険,イオントフォレーゼ加算,45点,9,405点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,1,2，910点
手術,保険,咽頭異物摘出術（簡単）,500点,4,2，000点
手術,保険,唾石摘出術（表在性）,720点,1,720点
手術,保険,外耳道異物除去術（単純）,260点,3,780点
手術,保険,鼓膜切開術,830点,5,4，150点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,4,10，680点
手術,保険,鼻腔粘膜焼灼術,1，080点,8,8，640点
検査,保険,γ－ＧＴ,11点,2,22点
検査,保険,カリウム,11点,2,22点
検査,保険,クレアチニン,11点,2,22点
検査,保険,グルコース,11点,2,22点
検査,保険,チンパノメトリー,340点,24,8，160点
検査,保険,ナトリウム及びクロール,11点,2,22点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,5,1，000点
検査,保険,免疫学的検査判断料,144点,109,15，696点
検査,保険,平衡機能検査（標準検査）,20点,62,1，240点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,45,13，500点
検査,保険,平衡機能検査（重心動揺計）,250点,5,1，250点
検査,保険,微生物学的検査判断料,150点,21,3，150点
検査,保険,末梢血液一般検査,21点,2,42点
検査,保険,検査逓減,-10％,26,-1，560点
検査,保険,標準純音聴力検査,350点,158,55，300点
検査,自費,標準純音聴力検査,350点,1,350点
検査,保険,特異的ＩｇＥ半定量・定量,110点,642,24，860点
検査,保険,生化学的検査（１）判断料,144点,2,288点
検査,保険,簡易聴力検査（気導純音聴力）,110点,44,4，840点
検査,保険,細菌培養同定検査（その他）,180点,21,3，780点
検査,保険,細菌薬剤感受性検査（１菌種）,185点,16,2，960点
検査,保険,細菌薬剤感受性検査（２菌種）,240点,2,480点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,4,2，880点
検査,保険,耳鳴検査,400点,1,400点
検査,保険,脳波検査判断料２,180点,4,720点
検査,保険,血液学的検査判断料,125点,2,250点
検査,保険,超音波検査（断層撮影法）（その他）,350点,9,3，150点
検査,保険,静脈性嗅覚検査,45点,4,180点
検査,保険,非特異的ＩｇＥ定量,100点,18,1，800点
検査,保険,鼻腔・咽頭拭い液採取,25点,90,2，250点
検査,保険,Ａ群β溶血連鎖球菌核酸検出,204点,1,204点
検査,保険,Ａ群β溶連菌迅速試験定性,121点,15,1，815点
検査,保険,ＡＬＰ,11点,2,22点
検査,保険,ＡＬＴ,17点,2,34点
検査,保険,ＡＳＴ,17点,2,34点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,2,22点
検査,保険,Ａｍｙ,11点,2,22点
検査,保険,Ｂ－Ｃ,6点,1,6点
検査,保険,Ｂ－Ｖ,40点,19,760点
検査,保険,ＢＩＬ／総,11点,2,22点
検査,保険,ＢＵＮ,11点,2,22点
検査,保険,ＣｈＥ,11点,2,22点
検査,保険,ＥＦ－喉頭,600点,87,52，200点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,205,123，000点
検査,保険,ＨＢｃ抗体半定量・定量,130点,1,130点
検査,保険,ＨＢｓ抗体,88点,1,88点
検査,保険,ＨＢｓ抗原,88点,1,88点
検査,保険,ＨｂＡ１ｃ,49点,2,98点
検査,保険,ＬＤ,11点,2,22点
検査,保険,Ｓ－Ｍ,67点,21,1，407点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,2,450点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原定性,150点,76,11，400点
検査,保険,ＴＰ,11点,2,22点
検査,保険,ＵＡ,11点,2,22点
画像,保険,コンピューター断層診断,450点,30,13，500点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,30,3，600点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,30,16，800点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1115,6，690点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）１（初診時）,6点,2,12点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,1633,3，266点
保険外費用,自費,医療補助金請求書,500円,1,500円
保険外費用,自費,血液型,2，500円,2,5，000円
保険外費用,自費,補装具費支給意見書,3，000円,1,3，000円
保険外費用,保険,診察券代100円,100円,16,1，600円
保険外費用,保険,診断書（普通）1000円,1，000円,4,4，000円
合計,合　計,点数合計,,,1，445，504点
,,金額合計,,,14，100円
