診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
医学管理,保険,医療情報取得加算（初診）（医学管理等）,1点,271,271点
医学管理,自費,医療情報取得加算（初診）（医学管理等）,1点,1,1点
医学管理,保険,医療ＤＸ推進体制整備加算１（医学管理等）,11点,272,2，992点
医学管理,自費,医療ＤＸ推進体制整備加算１（医学管理等）,11点,1,11点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,472,2，832点
医学管理,自費,外来感染対策向上加算（医学管理等）,6点,3,18点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,157,12，560点
医学管理,自費,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,1,80点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,410点,433,177，530点
医学管理,自費,小児科外来診療料（処方箋を交付）再診時,410点,2,820点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,604点,273,164，892点
医学管理,自費,小児科外来診療料（処方箋を交付）初診時,604点,1,604点
医学管理,保険,抗菌薬適正使用体制加算（医学管理等）,5点,472,2，360点
医学管理,自費,抗菌薬適正使用体制加算（医学管理等）,5点,3,15点
医学管理,保険,特定疾患療養管理料（診療所）,225点,3,675点
医学管理,保険,発熱患者等対応加算（医学管理等）,20点,287,5，740点
医学管理,自費,発熱患者等対応加算（医学管理等）,20点,1,20点
医学管理,保険,診療情報提供料（１）,250点,19,4，750点
医学管理,保険,連携強化加算（医学管理等）,3点,472,1，416点
医学管理,自費,連携強化加算（医学管理等）,3点,3,9点
医学管理,保険,難病外来指導管理料,270点,4,1，080点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,3,1，260点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,52,13，000点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,53,5，300点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,960点,53,50，880点
在宅,保険,在宅自己注射指導管理料（１以外）（月２７回以下）,650点,3,1，950点
投薬,保険,一般名処方加算１（処方箋料）,10点,1431,14，310点
投薬,保険,一般名処方加算２（処方箋料）,8点,573,4，584点
投薬,自費,乳幼児加算（処方箋料）,3点,1,3点
投薬,保険,処方箋料（リフィル以外・その他）,60点,2503,150，180点
投薬,自費,処方箋料（リフィル以外・その他）,60点,2,120点
投薬,保険,特定疾患処方管理加算（処方箋料）,56点,6,336点
注射,保険,点滴注射（その他）（入院外）,53点,9,477点
注射,保険,静脈内注射,37点,1,37点
処置,保険,副鼻腔洗浄（その他）（片）,25点,106,2，650点
処置,保険,副鼻腔自然口開大処置,25点,1807,45，175点
処置,自費,副鼻腔自然口開大処置,25点,1,25点
処置,保険,口腔、咽頭処置,16点,3,48点
処置,保険,扁桃処置,40点,1,40点
処置,保険,扁桃周囲膿瘍穿刺,180点,1,180点
処置,保険,耳処置,27点,260,7，020点
処置,保険,耳垢栓塞除去（複雑）（両）,160点,43,6，880点
処置,保険,耳垢栓塞除去（複雑）（片）,90点,27,2，430点
処置,保険,耳管処置１（片）,36点,12,432点
処置,保険,血腫穿刺,80点,1,80点
処置,保険,超音波ネブライザ,24点,1185,28，440点
処置,保険,鼓室処置（片）,62点,8,496点
処置,保険,鼻処置,16点,1789,28，624点
処置,自費,鼻処置,16点,1,16点
処置,保険,鼻出血止血法,240点,1,240点
手術,保険,イオントフォレーゼ加算,45点,7,315点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,8,23，280点
手術,保険,外耳道異物除去術（単純）,260点,3,780点
手術,保険,鼓膜切開術,830点,6,4，980点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,1,2，670点
手術,保険,鼻腔粘膜焼灼術,1，080点,11,11，880点
検査,保険,γ－ＧＴ,11点,8,88点
検査,保険,インフルエンザウイルス抗原定性,132点,8,1，056点
検査,保険,カリウム,11点,8,88点
検査,保険,クレアチニン,11点,8,88点
検査,保険,グルコース,11点,8,88点
検査,保険,チンパノメトリー,340点,22,7，480点
検査,保険,ナトリウム及びクロール,11点,8,88点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,7,1，400点
検査,保険,ビタミンＢ１２,136点,1,136点
検査,保険,免疫学的検査判断料,144点,203,29，232点
検査,自費,免疫学的検査判断料,144点,1,144点
検査,保険,平衡機能検査（標準検査）,20点,88,1，760点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,68,20，400点
検査,保険,平衡機能検査（重心動揺計）,250点,7,1，750点
検査,保険,微生物学的検査判断料,150点,17,2，550点
検査,保険,末梢血液一般検査,21点,8,168点
検査,保険,末梢血液像（自動機械法）,15点,6,90点
検査,保険,検査逓減,-10％,51,-3，060点
検査,保険,標準純音聴力検査,350点,183,64，050点
検査,保険,特異的ＩｇＥ半定量・定量,110点,1266,40，700点
検査,保険,生化学的検査（１）判断料,144点,9,1，296点
検査,保険,簡易聴力検査（気導純音聴力）,110点,51,5，610点
検査,保険,細菌培養同定検査（その他）,180点,15,2，700点
検査,保険,細菌培養同定検査（気道）,180点,1,180点
検査,保険,細菌薬剤感受性検査（１菌種）,185点,14,2，590点
検査,保険,細菌薬剤感受性検査（２菌種）,240点,1,240点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,4,2，880点
検査,保険,脳波検査判断料２,180点,4,720点
検査,保険,血液学的検査判断料,125点,8,1，000点
検査,保険,超音波検査（断層撮影法）（その他）,350点,15,5，250点
検査,保険,静脈性嗅覚検査,45点,1,45点
検査,保険,非特異的ＩｇＥ定量,100点,29,2，900点
検査,保険,鼻腔・咽頭拭い液採取,25点,175,4，375点
検査,自費,鼻腔・咽頭拭い液採取,25点,1,25点
検査,保険,Ａ群β溶連菌迅速試験定性,121点,8,968点
検査,保険,ＡＬＰ,11点,8,88点
検査,保険,ＡＬＴ,17点,8,136点
検査,保険,ＡＳＴ,17点,8,136点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,8,88点
検査,保険,Ａｍｙ,11点,8,88点
検査,保険,Ｂ－Ｖ,40点,38,1，520点
検査,保険,ＢＩＬ／総,11点,8,88点
検査,保険,ＢＵＮ,11点,8,88点
検査,保険,ＣＲＰ,16点,6,96点
検査,保険,ＣｈＥ,11点,8,88点
検査,保険,Ｃｕ,23点,1,23点
検査,保険,ＥＦ－中耳,240点,1,240点
検査,保険,ＥＦ－喉頭,600点,79,47，400点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,383,229，800点
検査,保険,Ｆｅ,11点,1,11点
検査,保険,ＨＢｃ抗体半定量・定量,130点,2,260点
検査,保険,ＨＢｓ抗体,88点,2,176点
検査,保険,ＨＢｓ抗原,88点,2,176点
検査,保険,ＨｂＡ１ｃ,49点,2,98点
検査,保険,ＬＤ,11点,8,88点
検査,保険,Ｓ－Ｍ,67点,16,1，072点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,159,35，775点
検査,自費,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,1,225点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原定性,150点,1,150点
検査,保険,ＴＰ,11点,8,88点
検査,保険,ＵＡ,11点,8,88点
検査,保険,Ｚｎ,132点,1,132点
画像,保険,コンピューター断層診断,450点,29,13，050点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,29,3，480点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,29,16，240点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1749,10，494点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1,6点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,1889,3，778点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,3,6点
保険外費用,自費,RSウイルスワクチン￥25000,25，000円,1,25，000円
保険外費用,自費,コロナ￥2000,2，000円,3,6，000円
保険外費用,自費,医療補助金請求書,500円,1,500円
保険外費用,自費,帯状疱疹ワクチン,22，000円,1,22，000円
保険外費用,保険,診察券代100円,100円,17,1，700円
保険外費用,保険,診断書（普通）1000円,1，000円,16,16，000円
保険外費用,自費,難聴高齢者補聴器意見書,3，000円,1,3，000円
合計,合　計,点数合計,,,2，021，915点
,,金額合計,,,74，200円
