診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
手術,保険,外耳道異物除去術（単純）,260点,12,3，120点
手術,保険,鼓膜切開術,830点,6,4，980点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,1,2，670点
手術,保険,鼻腔粘膜焼灼術,1，080点,2,2，160点
検査,保険,γ－ＧＴ,11点,2,22点
検査,保険,カリウム,11点,2,22点
検査,保険,クレアチニン,11点,2,22点
検査,保険,グルコース,11点,2,22点
検査,保険,チンパノメトリー,340点,32,10，880点
検査,保険,ナトリウム及びクロール,11点,2,22点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,3,600点
検査,保険,ヘルペスウイルス抗体価（定性・半定量・定量）,79点,1,79点
検査,保険,免疫学的検査判断料,144点,229,32，976点
検査,保険,平衡機能検査（標準検査）,20点,76,1，520点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,43,12，900点
検査,保険,平衡機能検査（重心動揺計）,250点,3,750点
検査,保険,微生物学的検査判断料,150点,16,2，400点
検査,保険,末梢血液一般検査,21点,2,42点
検査,保険,末梢血液像（自動機械法）,15点,1,15点
検査,保険,検査逓減,-10％,23,-1，380点
検査,保険,標準純音聴力検査,350点,173,60，550点
検査,保険,水痘・帯状疱疹ウイルス抗体価（定性・半定量・定量）,79点,1,79点
検査,保険,特異的ＩｇＥ半定量・定量,110点,490,25，300点
検査,保険,生化学的検査（１）判断料,144点,2,288点
検査,保険,簡易聴力検査（気導純音聴力）,110点,109,11，990点
検査,保険,細菌培養同定検査（その他）,170点,15,2，550点
検査,保険,細菌培養同定検査（口腔）,170点,1,170点
検査,保険,細菌薬剤感受性検査（１菌種）,180点,12,2，160点
検査,保険,細菌薬剤感受性検査（２菌種）,230点,4,920点
検査,保険,細菌薬剤感受性検査（３菌種以上）,290点,1,290点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,10,7，200点
検査,保険,脳波検査判断料２,180点,10,1，800点
検査,保険,血液学的検査判断料,125点,2,250点
検査,保険,超音波検査（断層撮影法）（その他）,350点,15,5，250点
検査,保険,静脈性嗅覚検査,45点,6,270点
検査,保険,非特異的ＩｇＥ定量,100点,12,1，200点
検査,保険,鼻腔・咽頭拭い液採取,25点,176,4，400点
検査,保険,Ａ群β溶連菌迅速試験定性,124点,13,1，612点
検査,保険,ＡＬＰ,11点,2,22点
検査,保険,ＡＬＴ,17点,2,34点
検査,保険,ＡＳＴ,17点,2,34点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,2,22点
検査,保険,Ａｍｙ,11点,2,22点
検査,保険,Ｂ－Ｃ,6点,10,60点
検査,保険,Ｂ－Ｖ,37点,14,518点
検査,保険,ＢＩＬ／総,11点,2,22点
検査,保険,ＢＵＮ,11点,2,22点
検査,保険,ＣＲＰ,16点,1,16点
検査,保険,ＣｈＥ,11点,2,22点
検査,保険,ＥＦ－喉頭,600点,57,34，200点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,272,163，200点
検査,保険,ＨＢｃ抗体半定量・定量,133点,1,133点
検査,保険,ＨＢｓ抗体,88点,1,88点
検査,保険,ＨＢｓ抗原,88点,1,88点
検査,保険,ＨｂＡ１ｃ,49点,1,49点
検査,保険,ＬＤ,11点,2,22点
検査,保険,Ｓ－Ｍ,64点,16,1，024点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出（定性）,420点,171,71，820点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原検出（定性）,300点,25,7，500点
検査,保険,ＴＰ,11点,2,22点
検査,保険,ＵＡ,11点,2,22点
画像,保険,コンピューター断層診断,450点,25,11，250点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,25,3，000点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,25,14，000点
保険外費用,自費,アプノモニター貸出代,5，500円,1,5，500円
保険外費用,自費,肺炎球菌ワクチン,2，000円,1,2，000円
保険外費用,保険,診察券代100円,100円,8,800円
保険外費用,保険,診断書（普通）1000円,1，000円,15,15，000円
保険外費用,自費,身体障害者診断書・意見書3000円,3，000円,1,3，000円
保険外費用,自費,面談料（30分以内）,5，500円,1,5，500円
合計,合　計,点数合計,,,1，994，631点
,,金額合計,,,31，800円
