診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
手術,保険,イオントフォレーゼ加算,45点,2,90点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,1,2，910点
手術,保険,咽頭異物摘出術（簡単）,500点,2,1，000点
手術,保険,外耳道異物除去術（単純）,260点,6,1，560点
手術,保険,鼓膜切開術,830点,2,1，660点
手術,保険,鼻腔粘膜焼灼術,1，080点,3,3，240点
検査,保険,γ－ＧＴ,11点,4,44点
検査,保険,インフルエンザウイルス抗原定性,136点,3,408点
検査,保険,カリウム,11点,4,44点
検査,保険,クレアチニン,11点,4,44点
検査,保険,グルコース,11点,4,44点
検査,保険,チンパノメトリー,340点,42,14，280点
検査,保険,ナトリウム及びクロール,11点,4,44点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,12,2，400点
検査,保険,ビタミンＢ１２,140点,3,420点
検査,保険,ヘルペスウイルス抗体価（定性・半定量・定量）,79点,2,158点
検査,保険,免疫学的検査判断料,144点,195,28，080点
検査,保険,平衡機能検査（標準検査）,20点,71,1，420点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,43,12，900点
検査,保険,平衡機能検査（重心動揺計）,250点,12,3，000点
検査,保険,微生物学的検査判断料,150点,18,2，700点
検査,保険,抗ＳＳ－Ａ／Ｒｏ抗体定量,161点,1,161点
検査,保険,抗ＳＳ－Ｂ／Ｌａ抗体定量,158点,1,158点
検査,保険,末梢血液一般検査,21点,6,126点
検査,保険,末梢血液像（自動機械法）,15点,1,15点
検査,保険,検査逓減,-10％,19,-1，115点
検査,保険,標準純音聴力検査,350点,145,50，750点
検査,保険,水痘・帯状疱疹ウイルス抗体価（定性・半定量・定量）,79点,2,158点
検査,保険,淋菌及びクラミジア・トラコマチス同時核酸検出,270点,1,270点
検査,保険,特異的ＩｇＥ半定量・定量,110点,736,29，480点
検査,保険,生化学的検査（１）判断料,144点,6,864点
検査,保険,簡易聴力検査（気導純音聴力）,110点,101,11，110点
検査,保険,細菌培養同定検査（その他）,170点,14,2，380点
検査,保険,細菌薬剤感受性検査（１菌種）,180点,6,1，080点
検査,保険,細菌薬剤感受性検査（２菌種）,230点,9,2，070点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,9,6，480点
検査,保険,脳波検査判断料２,180点,9,1，620点
検査,保険,血液学的検査判断料,125点,6,750点
検査,保険,超音波検査（断層撮影法）（その他）,350点,24,8，400点
検査,保険,静脈性嗅覚検査,45点,8,360点
検査,保険,非特異的ＩｇＥ定量,100点,19,1，900点
検査,保険,鼻腔・咽頭拭い液採取,25点,128,3，200点
検査,保険,Ａ群β溶連菌迅速試験定性,124点,3,372点
検査,保険,ＡＬＰ,11点,4,44点
検査,保険,ＡＬＴ,17点,4,68点
検査,保険,ＡＳＴ,17点,4,68点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,4,44点
検査,保険,Ａｍｙ,11点,4,44点
検査,保険,Ｂ－Ｃ,6点,3,18点
検査,保険,Ｂ－Ｖ,37点,25,925点
検査,保険,ＢＩＬ／総,11点,4,44点
検査,保険,ＢＵＮ,11点,4,44点
検査,保険,ＣｈＥ,11点,4,44点
検査,保険,Ｃｕ,23点,3,69点
検査,保険,ＥＦ－喉頭,600点,52,31，200点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,122,73，200点
検査,保険,Ｆｅ,11点,3,33点
検査,保険,ＨＢｃ抗体半定量・定量,133点,2,266点
検査,保険,ＨＢｓ抗体,88点,2,176点
検査,保険,ＨＢｓ抗原,88点,2,176点
検査,保険,ＨｂＡ１ｃ,49点,2,98点
検査,保険,ＬＤ,11点,4,44点
検査,保険,Ｓ－Ｍ,64点,14,896点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原検出（定性）,300点,169,50，700点
検査,保険,ＳＡＲＳ－ＣｏＶ－２核酸検出（検査委託以外）,700点,3,2，100点
検査,保険,ＴＰ,11点,4,44点
検査,保険,ＵＡ,11点,4,44点
検査,保険,Ｚｎ,136点,3,408点
画像,保険,コンピューター断層診断,450点,4,1，800点
画像,保険,単純撮影（イ）の写真診断,85点,1,85点
画像,保険,単純撮影（デジタル撮影）,68点,1,68点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,4,480点
画像,保険,電子画像管理加算（単純撮影）,57点,1,57点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,4,2，240点
病理診断・その他,保険,乳幼児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,400点,4,1，600点
病理診断・その他,保険,小児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,200点,16,3，200点
病理診断・その他,保険,救急医療管理加算１（診療報酬上臨時的取扱）（ＣＯＶ・外来診療）,950点,82,77，900点
保険外費用,自費,会計0円,0円,3,0円
保険外費用,自費,生命保険診断書3000円,3，000円,1,3，000円
保険外費用,自費,血液型,2，500円,2,5，000円
保険外費用,自費,補装具費支給意見書,3，000円,1,3，000円
保険外費用,保険,診察券代100円,100円,10,1，000円
保険外費用,保険,診断書（普通）1000円,1，000円,3,3，000円
保険外費用,自費,診断書（普通）1000円,1，000円,1,1，000円
保険外費用,自費,身体障害者診断書・意見書3000円,3，000円,1,3，000円
合計,合　計,点数合計,,,1，465，708点
,,金額合計,,,19，000円
