診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
検査,保険,抗ＳＳ－Ｂ／Ｌａ抗体定量,158点,1,158点
検査,保険,時間外加算（内視鏡検査）,40％,1,240点
検査,保険,末梢血液一般検査,21点,6,126点
検査,保険,末梢血液像（自動機械法）,15点,4,60点
検査,保険,検査逓減,-10％,21,-1，235点
検査,保険,標準純音聴力検査,350点,208,72，800点
検査,保険,水痘・帯状疱疹ウイルス抗体価（定性・半定量・定量）,79点,2,158点
検査,保険,特異的ＩｇＥ半定量・定量,110点,1274,48，620点
検査,保険,生化学的検査（１）判断料,144点,6,864点
検査,保険,簡易聴力検査（気導純音聴力）,110点,93,10，230点
検査,保険,細菌培養同定検査（その他）,170点,10,1，700点
検査,保険,細菌培養同定検査（口腔）,170点,2,340点
検査,保険,細菌薬剤感受性検査（１菌種）,180点,4,720点
検査,自費,細菌薬剤感受性検査（１菌種）,180点,1,180点
検査,保険,細菌薬剤感受性検査（２菌種）,230点,5,1，150点
検査,保険,細菌薬剤感受性検査（３菌種以上）,290点,1,290点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,11,7，920点
検査,保険,耳鳴検査,400点,1,400点
検査,保険,脳波検査判断料２,180点,11,1，980点
検査,保険,血液学的検査判断料,125点,6,750点
検査,保険,超音波検査（断層撮影法）（その他）,350点,13,4，550点
検査,保険,静脈性嗅覚検査,45点,6,270点
検査,保険,非特異的ＩｇＥ定量,100点,33,3，300点
検査,保険,鼻腔・咽頭拭い液採取,25点,86,2，150点
検査,保険,Ａ群β溶連菌迅速試験定性,124点,7,868点
検査,保険,ＡＬＰ,11点,3,33点
検査,保険,ＡＬＴ,17点,4,68点
検査,保険,ＡＳＴ,17点,4,68点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,3,33点
検査,保険,Ａｍｙ,11点,4,44点
検査,保険,Ｂ－Ｃ,6点,2,12点
検査,保険,Ｂ－Ｖ,37点,39,1，443点
検査,保険,ＢＩＬ／総,11点,3,33点
検査,保険,ＢＵＮ,11点,4,44点
検査,保険,ＣＨ５０,38点,1,38点
検査,保険,ＣＲＰ,16点,4,64点
検査,保険,ＣｈＥ,11点,3,33点
検査,保険,Ｃｕ,23点,2,46点
検査,保険,ＥＦ－喉頭,600点,69,41，400点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,231,138，600点
検査,自費,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,1,600点
検査,保険,Ｆｅ,11点,2,22点
検査,保険,ＨｂＡ１ｃ,49点,1,49点
検査,保険,ＬＤ,11点,3,33点
検査,保険,Ｓ－Ｍ,64点,12,768点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出（定性）,420点,56,23，520点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原検出（定性）,300点,63,18，900点
検査,保険,ＳＡＲＳ－ＣｏＶ－２核酸検出（検査委託以外）,700点,8,5，600点
検査,保険,ＴＰ,11点,4,44点
検査,保険,ＵＡ,11点,3,33点
検査,保険,Ｚｎ,136点,2,272点
画像,保険,コンピューター断層診断,450点,26,11，700点
画像,保険,単純撮影（イ）の写真診断,85点,1,85点
画像,保険,単純撮影（デジタル撮影）,68点,1,68点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,26,3，120点
画像,保険,電子画像管理加算（単純撮影）,57点,1,57点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,26,14，560点
保険外費用,保険,メディア代200円,200円,1,200円
保険外費用,自費,入院期間・手術・放射線照射診療報酬点数確認書1000円,1，000円,2,2，000円
保険外費用,保険,診察券代100円,100円,5,500円
保険外費用,保険,診断書（普通）1000円,1，000円,3,3，000円
保険外費用,自費,身体障害者診断書・意見書3000円,3，000円,1,3，000円
合計,合　計,点数合計,,,2，168，468点
,,金額合計,,,8，700円
