診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
処置,自費,超音波ネブライザ,24点,1,24点
処置,保険,鼓室処置（片）,62点,8,496点
処置,保険,鼻処置,16点,1360,21，760点
処置,自費,鼻処置,16点,1,16点
処置,保険,鼻出血止血法,240点,2,480点
手術,保険,イオントフォレーゼ加算,45点,15,675点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,4,11，640点
手術,保険,咽頭異物摘出術（簡単）,500点,1,500点
手術,保険,外耳道異物除去術（単純）,260点,1,260点
手術,保険,鼓膜切開術,830点,12,9，960点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,3,8，010点
手術,保険,鼻腔粘膜焼灼術,1，080点,11,11，880点
検査,保険,γ－ＧＴ,11点,4,44点
検査,保険,カリウム,11点,4,44点
検査,保険,クレアチニン,11点,4,44点
検査,保険,グルコース,11点,1,11点
検査,保険,グロブリンクラス別ウイルス抗体価（ムンプス）,200点,1,200点
検査,保険,チンパノメトリー,340点,26,8，840点
検査,保険,ナトリウム及びクロール,11点,4,44点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,3,600点
検査,保険,ビタミンＢ１２,136点,1,136点
検査,保険,免疫学的検査判断料,144点,64,9，216点
検査,保険,平衡機能検査（標準検査）,20点,92,1，840点
検査,自費,平衡機能検査（標準検査）,20点,2,40点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,70,21，000点
検査,自費,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,2,600点
検査,保険,平衡機能検査（重心動揺計）,250点,3,750点
検査,保険,微生物学的検査判断料,150点,17,2，550点
検査,保険,抗ＳＳ－Ａ／Ｒｏ抗体定量,161点,1,161点
検査,保険,抗ＳＳ－Ｂ／Ｌａ抗体定量,157点,1,157点
検査,保険,末梢血液一般検査,21点,4,84点
検査,保険,末梢血液像（自動機械法）,15点,4,60点
検査,保険,検査逓減,-10％,42,-2，495点
検査,保険,標準純音聴力検査,350点,217,75，950点
検査,保険,特異的ＩｇＥ半定量・定量,110点,1674,53，900点
検査,保険,生化学的検査（１）判断料,144点,4,576点
検査,保険,簡易聴力検査（気導純音聴力）,110点,70,7，700点
検査,保険,細菌培養同定検査（その他）,180点,16,2，880点
検査,保険,細菌培養同定検査（口腔）,180点,1,180点
検査,保険,細菌薬剤感受性検査（１菌種）,185点,11,2，035点
検査,保険,細菌薬剤感受性検査（２菌種）,240点,3,720点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,8,5，760点
検査,保険,脳波検査判断料２,180点,8,1，440点
検査,保険,血液学的検査判断料,125点,4,500点
検査,保険,超音波検査（断層撮影法）（その他）,350点,18,6，300点
検査,保険,静脈性嗅覚検査,45点,2,90点
検査,保険,非特異的ＩｇＥ定量,100点,39,3，900点
検査,保険,鼻腔・咽頭拭い液採取,25点,26,650点
検査,保険,Ａ群β溶連菌迅速試験定性,121点,5,605点
検査,保険,ＡＬＰ,11点,1,11点
検査,保険,ＡＬＴ,17点,4,68点
検査,保険,ＡＳＴ,17点,4,68点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,1,11点
検査,保険,Ａｍｙ,11点,2,22点
検査,保険,Ｂ－Ｖ,40点,43,1，720点
検査,保険,ＢＩＬ／総,11点,3,33点
検査,保険,ＢＵＮ,11点,4,44点
検査,保険,ＣＲＰ,16点,2,32点
検査,保険,ＣｈＥ,11点,3,33点
検査,保険,Ｃｕ,23点,1,23点
検査,保険,ＥＦ－中耳,240点,2,480点
検査,保険,ＥＦ－喉頭,600点,117,70，200点
検査,自費,ＥＦ－喉頭,600点,1,600点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,342,205，200点
検査,保険,Ｆｅ,11点,1,11点
検査,保険,ＬＤ,11点,3,33点
検査,保険,Ｓ－Ｍ,67点,17,1，139点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,21,4，725点
検査,保険,ＴＰ,11点,2,22点
検査,保険,ＵＡ,11点,1,11点
検査,保険,Ｚｎ,132点,1,132点
画像,保険,コンピューター断層診断,450点,29,13，050点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,29,3，480点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,29,16，240点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1589,9，534点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1,6点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,2008,4，016点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,3,6点
保険外費用,自費,労働者災害補償保険様式第8号,2，000円,1,2，000円
保険外費用,自費,好酸球性副鼻腔炎の臨床調査個人票,1，100円,5,5，500円
保険外費用,自費,帯状疱疹ワクチン,22，000円,1,22，000円
保険外費用,保険,診察券代100円,100円,18,1，800円
保険外費用,保険,診断書（普通）1000円,1，000円,5,5，000円
保険外費用,自費,難聴高齢者補聴器意見書,3，000円,7,21，000円
合計,合　計,点数合計,,,1，980，407点
,,金額合計,,,57，300円
