診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
検査,保険,特異的ＩｇＥ半定量・定量,110点,2147,70，950点
検査,保険,生化学的検査（１）判断料,144点,1,144点
検査,保険,簡易聴力検査（気導純音聴力）,110点,23,2，530点
検査,保険,細菌培養同定検査（その他）,180点,10,1，800点
検査,保険,細菌培養同定検査（気道）,180点,1,180点
検査,保険,細菌薬剤感受性検査（１菌種）,185点,10,1，850点
検査,保険,細菌薬剤感受性検査（２菌種）,240点,1,240点
検査,保険,細菌薬剤感受性検査（３菌種以上）,310点,1,310点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,8,5，760点
検査,保険,耳鳴検査,400点,1,400点
検査,保険,脳波検査判断料２,180点,8,1，440点
検査,保険,血液学的検査判断料,125点,1,125点
検査,保険,超音波検査（断層撮影法）（その他）,350点,7,2，450点
検査,保険,非特異的ＩｇＥ定量,100点,49,4，900点
検査,保険,鼻腔・咽頭拭い液採取,25点,202,5，050点
検査,保険,Ａ群β溶連菌迅速試験定性,121点,2,242点
検査,保険,ＡＬＰ,11点,1,11点
検査,保険,ＡＬＴ,17点,1,17点
検査,保険,ＡＳＴ,17点,1,17点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,1,11点
検査,保険,Ａｍｙ,11点,1,11点
検査,保険,Ｂ－Ｃ,6点,1,6点
検査,保険,Ｂ－Ｖ,40点,50,2，000点
検査,保険,ＢＩＬ／総,11点,1,11点
検査,保険,ＢＵＮ,11点,1,11点
検査,保険,ＣＲＰ,16点,1,16点
検査,保険,ＣｈＥ,11点,1,11点
検査,保険,ＥＦ－中耳,240点,3,720点
検査,保険,ＥＦ－喉頭,600点,60,36，000点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,360,216，000点
検査,保険,ＬＤ,11点,1,11点
検査,保険,Ｓ－Ｍ,67点,11,737点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,200,45，000点
検査,保険,ＴＰ,11点,1,11点
検査,保険,ＵＡ,11点,1,11点
画像,保険,コンピューター断層診断,450点,34,15，300点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,34,4，080点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,34,19，040点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1978,11，868点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）１（初診時）,6点,3,18点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,1980,3，960点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,3,6点
保険外費用,自費,コロナ￥4600,4，600円,1,4，600円
保険外費用,自費,医療補助金請求書,500円,2,1，000円
保険外費用,保険,診察券代100円,100円,22,2，200円
保険外費用,保険,診断書（普通）1000円,1，000円,4,4，000円
保険外費用,自費,診断書（普通）1000円,1，000円,1,1，000円
保険外費用,自費,難聴高齢者補聴器意見書,3，000円,5,15，000円
合計,合　計,点数合計,,,2，206，486点
,,金額合計,,,27，800円
