診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
処置,保険,鼓室処置（片）,62点,32,1，984点
処置,保険,鼻処置,16点,1212,19，392点
処置,自費,鼻処置,16点,1,16点
処置,保険,鼻出血止血法,240点,3,720点
手術,保険,イオントフォレーゼ加算,45点,5,225点
手術,保険,咽頭異物摘出術（簡単）,500点,3,1，500点
手術,保険,咽頭異物摘出術（複雑）,2，100点,2,4，200点
手術,保険,外耳道異物除去術（単純）,260点,4,1，040点
手術,保険,鼓膜切開術,830点,5,4，150点
手術,保険,鼻腔粘膜焼灼術,1，080点,16,17，280点
検査,保険,γ－ＧＴ,11点,8,88点
検査,保険,アデノウイルス抗原定性（糞便を除く。）,174点,1,174点
検査,保険,カリウム,11点,8,88点
検査,保険,クレアチニン,11点,8,88点
検査,保険,グルコース,11点,7,77点
検査,保険,グロブリンクラス別ウイルス抗体価（ＥＢ）,200点,3,600点
検査,保険,チンパノメトリー,340点,32,10，880点
検査,保険,ナトリウム及びクロール,11点,8,88点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,2,400点
検査,保険,ビタミンＢ１２,136点,1,136点
検査,保険,フェリチン定量,102点,1,102点
検査,保険,免疫学的検査判断料,144点,68,9，792点
検査,保険,平衡機能検査（標準検査）,20点,92,1，840点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,69,20，700点
検査,保険,平衡機能検査（重心動揺計）,250点,2,500点
検査,保険,微生物学的検査判断料,150点,29,4，350点
検査,自費,微生物学的検査判断料,150点,1,150点
検査,保険,抗ＳＳ－Ａ／Ｒｏ抗体定量,161点,1,161点
検査,保険,抗ＳＳ－Ｂ／Ｌａ抗体定量,153点,1,153点
検査,保険,末梢血液一般検査,21点,8,168点
検査,保険,末梢血液像（自動機械法）,15点,7,105点
検査,保険,梅毒トレポネーマ抗体定性,32点,1,32点
検査,保険,検査逓減,-10％,37,-2，195点
検査,保険,標準純音聴力検査,350点,270,94，500点
検査,保険,淋菌核酸検出,198点,1,198点
検査,保険,特異的ＩｇＥ半定量・定量,110点,1829,58，850点
検査,保険,生化学的検査（１）判断料,144点,8,1，152点
検査,保険,簡易聴力検査（気導純音聴力）,110点,52,5，720点
検査,保険,細菌培養同定検査（その他）,180点,25,4，500点
検査,自費,細菌培養同定検査（その他）,180点,1,180点
検査,保険,細菌培養同定検査（口腔）,180点,3,540点
検査,保険,細菌薬剤感受性検査（１菌種）,185点,19,3，515点
検査,保険,細菌薬剤感受性検査（２菌種）,240点,6,1，440点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,10,7，200点
検査,保険,耳鳴検査,400点,1,400点
検査,保険,脳波検査判断料２,180点,10,1，800点
検査,保険,血液学的検査判断料,125点,9,1，125点
検査,保険,超音波検査（断層撮影法）（その他）,350点,22,7，700点
検査,保険,非特異的ＩｇＥ定量,100点,42,4，200点
検査,保険,鼻腔・咽頭拭い液採取,25点,21,525点
検査,保険,Ａ群β溶連菌迅速試験定性,121点,11,1，331点
検査,保険,ＡＬＰ,11点,7,77点
検査,保険,ＡＬＴ,17点,8,136点
検査,保険,ＡＳＯ定量,15点,1,15点
検査,保険,ＡＳＴ,17点,8,136点
検査,保険,Ａｌｂ（ＢＣＰ改良法）,11点,7,77点
検査,保険,Ａｍｙ,11点,8,88点
検査,保険,Ｂ－Ｖ,40点,51,2，040点
検査,保険,ＢＩＬ／総,11点,7,77点
検査,保険,ＢＵＮ,11点,8,88点
検査,保険,ＣＨ５０,38点,1,38点
検査,保険,ＣＲＰ,16点,6,96点
検査,保険,ＣｈＥ,11点,7,77点
検査,保険,Ｃｕ,23点,1,23点
検査,保険,ＥＦ－喉頭,600点,134,80，400点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,282,169，200点
検査,保険,Ｆｅ,11点,1,11点
検査,保険,ＨＢｃ抗体半定量・定量,130点,2,260点
検査,保険,ＨＢｓ抗体,88点,2,176点
検査,保険,ＨＢｓ抗原,88点,2,176点
検査,保険,ＨｂＡ１ｃ,49点,3,147点
検査,保険,ＬＤ,11点,7,77点
検査,保険,ＲＦ定量,30点,1,30点
検査,保険,Ｓ－Ｍ,67点,28,1，876点
検査,自費,Ｓ－Ｍ,67点,1,67点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,7,1，575点
検査,保険,ＳＴＳ定性,15点,1,15点
検査,保険,ＴＩＢＣ（比色法）,11点,1,11点
検査,保険,ＴＰ,11点,8,88点
検査,保険,ＵＡ,11点,7,77点
検査,保険,Ｚｎ,132点,1,132点
画像,保険,コンピューター断層診断,450点,40,18，000点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,40,4，800点
画像,保険,ＣＴ撮影（イからニまで以外）,560点,40,22，400点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）１（初診時）（賃上取組）,23点,1513,34，799点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）１（初診時）（賃上取組）,23点,4,92点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）２（再診時等）（賃上取組）,6点,2177,13，062点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）２（再診時等）（賃上取組）,6点,1,6点
病理診断・その他,保険,物価対応料１（外来・在宅物価対応料）（再診時等）ロ,2点,2177,4，354点
病理診断・その他,自費,物価対応料１（外来・在宅物価対応料）（再診時等）ロ,2点,1,2点
病理診断・その他,保険,物価対応料１（外来・在宅物価対応料）（初診時）イ,2点,1513,3，026点
病理診断・その他,自費,物価対応料１（外来・在宅物価対応料）（初診時）イ,2点,4,8点
保険外費用,自費,受診状況等証明書,1，000円,1,1，000円
保険外費用,自費,好酸球性副鼻腔炎の臨床調査個人票,1，100円,4,4，400円
保険外費用,自費,肺炎球菌ワクチン,3，500円,1,3，500円
保険外費用,保険,診察券代100円,100円,23,2，300円
保険外費用,保険,診断書（普通）1000円,1，000円,8,8，000円
保険外費用,自費,難聴高齢者補聴器意見書,3，000円,5,15，000円
合計,合　計,点数合計,,,2，025，364点
,,金額合計,,,34，200円
