診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,17,2，040点
画像,自費,電子画像管理加算（コンピューター断層診断料）,120点,1,120点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,17,9，520点
画像,自費,ＣＴ撮影（イ、ロ又はハ以外）,560点,1,560点
保険外費用,自費,医療補助金請求書,500円,1,500円
保険外費用,自費,帯状疱疹ワクチン,12，000円,1,12，000円
保険外費用,自費,血液型,2，500円,2,5，000円
保険外費用,保険,診察券代100円,100円,7,700円
保険外費用,保険,診断書（普通）1000円,1，000円,21,21，000円
合計,合　計,点数合計,,,1，497，409点
,,金額合計,,,39，200円
