診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,75,45，000点
検査,自費,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,1,600点
検査,保険,ＬＤ,11点,2,22点
検査,保険,Ｓ－Ｍ,64点,6,384点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原検出（定性）,300点,76,22，800点
検査,自費,ＳＡＲＳ－ＣｏＶ－２抗原検出（定性）,300点,1,300点
検査,保険,ＴＰ,11点,2,22点
検査,保険,ＵＡ,11点,2,22点
画像,保険,コンピューター断層診断,450点,5,2，250点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,5,600点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,5,2，800点
病理診断・その他,保険,乳幼児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,400点,4,1，600点
病理診断・その他,保険,小児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,200点,5,1，000点
病理診断・その他,保険,救急医療管理加算１（診療報酬上臨時的取扱）（ＣＯＶ・外来診療）,950点,38,36，100点
保険外費用,自費,血液型,2，500円,2,5，000円
保険外費用,保険,診察券代100円,100円,2,200円
保険外費用,保険,診断書（普通）1000円,1，000円,8,8，000円
保険外費用,自費,診断書（普通）1000円,1，000円,3,3，000円
保険外費用,自費,身体障害者診断書・意見書3000円,3，000円,1,3，000円
合計,合　計,点数合計,,,1，366，018点
,,金額合計,,,19，200円
