診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
再診,保険,発熱患者等対応加算（再診）,20点,147,2，940点
再診,保険,連携強化加算（再診）,3点,1541,4，623点
再診,自費,連携強化加算（再診）,3点,1,3点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（１月目）,280点,1,280点
医学管理,保険,アレルギー性鼻炎免疫療法治療管理料（２月目以降）,25点,181,4，525点
医学管理,保険,サーベイランス強化加算（医学管理等）,1点,675,675点
医学管理,自費,サーベイランス強化加算（医学管理等）,1点,1,1点
医学管理,保険,乳幼児夜間加算（小児科再診）（小児科外来診療料）,65点,77,5，005点
医学管理,保険,乳幼児夜間加算（小児科初診）（小児科外来診療料）,85点,58,4，930点
医学管理,保険,乳幼児時間外加算（初診）（小児科外来診療料）,85点,1,85点
医学管理,保険,傷病手当金意見書交付料,100点,2,200点
医学管理,保険,医療情報取得加算（再診）（医学管理等）,1点,186,186点
医学管理,保険,医療情報取得加算（初診）（医学管理等）,1点,385,385点
医学管理,自費,医療情報取得加算（初診）（医学管理等）,1点,1,1点
医学管理,保険,医療ＤＸ推進体制整備加算１（医学管理等）,11点,386,4，246点
医学管理,自費,医療ＤＸ推進体制整備加算１（医学管理等）,11点,1,11点
医学管理,保険,外来感染対策向上加算（医学管理等）,6点,675,4，050点
医学管理,自費,外来感染対策向上加算（医学管理等）,6点,1,6点
医学管理,保険,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,170,13，600点
医学管理,自費,小児抗菌薬適正使用支援加算（小児科外来診療料）,80点,1,80点
医学管理,保険,小児科外来診療料（処方箋を交付）再診時,410点,757,310，370点
医学管理,保険,小児科外来診療料（処方箋を交付）初診時,604点,388,234，352点
医学管理,自費,小児科外来診療料（処方箋を交付）初診時,604点,1,604点
医学管理,保険,抗菌薬適正使用体制加算（医学管理等）,5点,675,3，375点
医学管理,自費,抗菌薬適正使用体制加算（医学管理等）,5点,1,5点
医学管理,保険,特定疾患療養管理料（診療所）,225点,8,1，800点
医学管理,保険,発熱患者等対応加算（医学管理等）,20点,378,7，560点
医学管理,自費,発熱患者等対応加算（医学管理等）,20点,1,20点
医学管理,保険,診療情報提供料（１）,250点,33,8，250点
医学管理,保険,連携強化加算（医学管理等）,3点,675,2，025点
医学管理,自費,連携強化加算（医学管理等）,3点,1,3点
医学管理,保険,難病外来指導管理料,270点,7,1，890点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,3,1，260点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,250点,54,13，500点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,58,5，800点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,960点,58,55，680点
在宅,保険,在宅自己注射指導管理料（１以外）（月２７回以下）,650点,3,1，950点
投薬,保険,一般名処方加算１（処方箋料）,10点,2001,20，010点
投薬,自費,一般名処方加算１（処方箋料）,10点,1,10点
投薬,保険,一般名処方加算２（処方箋料）,8点,1024,8，192点
投薬,自費,一般名処方加算２（処方箋料）,8点,2,16点
投薬,保険,処方箋料（リフィル以外・その他）,60点,3823,229，380点
投薬,自費,処方箋料（リフィル以外・その他）,60点,5,300点
投薬,保険,特定疾患処方管理加算（処方箋料）,56点,7,392点
注射,保険,点滴注射（その他）（入院外）,53点,3,159点
注射,保険,皮内、皮下及び筋肉内注射,25点,7,175点
処置,保険,副鼻腔手術後の処置（片）,45点,4,180点
処置,保険,副鼻腔洗浄（その他）（片）,25点,118,2，950点
処置,保険,副鼻腔自然口開大処置,25点,2335,58，375点
処置,自費,副鼻腔自然口開大処置,25点,3,75点
処置,保険,口腔、咽頭処置,16点,2,32点
処置,保険,扁桃処置,40点,2,80点
処置,保険,耳処置,27点,276,7，452点
処置,保険,耳垢栓塞除去（複雑）（両）,160点,40,6，400点
処置,保険,耳垢栓塞除去（複雑）（片）,90点,27,2，430点
処置,保険,耳管処置１（片）,36点,14,504点
処置,保険,血腫穿刺,80点,1,80点
処置,保険,超音波ネブライザ,24点,1081,25，944点
処置,自費,超音波ネブライザ,24点,1,24点
処置,保険,鼓室処置（片）,62点,6,372点
処置,保険,鼻処置,16点,2384,38，144点
処置,自費,鼻処置,16点,3,48点
処置,保険,鼻出血止血法,240点,7,1，680点
手術,保険,イオントフォレーゼ加算,45点,11,495点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,2,5，820点
手術,保険,外耳道異物除去術（単純）,260点,5,1，300点
手術,保険,鼓膜切開術,830点,9,7，470点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,2,5，340点
手術,保険,鼻腔粘膜焼灼術,1，080点,16,17，280点
検査,保険,γ－ＧＴ,11点,5,55点
検査,保険,カリウム,11点,5,55点
検査,保険,クレアチニン,11点,5,55点
検査,保険,グルコース,11点,4,44点
検査,保険,チンパノメトリー,340点,16,5，440点
検査,保険,ナトリウム及びクロール,11点,5,55点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,4,800点
検査,保険,ビタミンＢ１２,136点,1,136点
検査,保険,免疫学的検査判断料,144点,159,22，896点
検査,保険,平衡機能検査（標準検査）,20点,89,1，780点
検査,自費,平衡機能検査（標準検査）,20点,1,20点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,63,18，900点
検査,自費,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,1,300点
検査,保険,平衡機能検査（重心動揺計）,250点,4,1，000点
検査,保険,微生物学的検査判断料,150点,15,2，250点
検査,保険,時間外加算（内視鏡検査）,40％,1,240点
検査,保険,末梢血液一般検査,21点,6,126点
検査,保険,末梢血液像（自動機械法）,15点,4,60点
検査,保険,検査逓減,-10％,50,-2，975点
検査,保険,標準純音聴力検査,350点,143,50，050点
検査,保険,特異的ＩｇＥ半定量・定量,110点,4556,149，160点
検査,保険,生化学的検査（１）判断料,144点,6,864点
検査,保険,簡易聴力検査（気導純音聴力）,110点,66,7，260点
検査,保険,細菌培養同定検査（その他）,180点,15,2，700点
検査,保険,細菌薬剤感受性検査（１菌種）,185点,10,1，850点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,11,7，920点
検査,保険,脳波検査判断料２,180点,11,1，980点
検査,保険,血液学的検査判断料,125点,6,750点
検査,保険,超音波検査（断層撮影法）（その他）,350点,17,5，950点
検査,保険,静脈性嗅覚検査,45点,3,135点
検査,保険,非特異的ＩｇＥ定量,100点,100,10，000点
検査,保険,鼻腔・咽頭拭い液採取,25点,50,1，250点
検査,保険,Ａ群β溶連菌迅速試験定性,121点,7,847点
検査,保険,ＡＬＰ,11点,4,44点
検査,保険,ＡＬＴ,17点,5,85点
検査,保険,ＡＳＴ,17点,5,85点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,4,44点
検査,保険,Ａｍｙ,11点,4,44点
検査,保険,Ｂ－Ｃ,6点,7,42点
検査,保険,Ｂ－Ｖ,40点,106,4，240点
検査,保険,ＢＩＬ／総,11点,5,55点
検査,保険,ＢＵＮ,11点,5,55点
検査,保険,ＣＫ,11点,1,11点
検査,保険,ＣＲＰ,16点,3,48点
検査,保険,ＣｈＥ,11点,5,55点
検査,保険,Ｃｕ,23点,1,23点
検査,保険,ＥＦ－喉頭,600点,90,54，000点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,384,230，400点
検査,保険,Ｆｅ,11点,1,11点
検査,保険,ＨＢｃ抗体半定量・定量,130点,1,130点
検査,保険,ＨＢｓ抗体,88点,1,88点
検査,保険,ＨＢｓ抗原,88点,1,88点
検査,保険,ＨｂＡ１ｃ,49点,1,49点
検査,保険,ＬＤ,11点,5,55点
検査,保険,Ｓ－Ｍ,67点,15,1，005点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,44,9，900点
検査,保険,ＴＰ,11点,4,44点
検査,保険,ＵＡ,11点,4,44点
検査,保険,Ｚｎ,132点,1,132点
画像,保険,コンピューター断層診断,450点,19,8，550点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,19,2，280点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,19,10，640点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）１（初診時）,6点,2444,14，664点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）１（初診時）,6点,5,30点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,2951,5，902点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,1,2点
保険外費用,自費,医療補助金請求書,500円,3,1，500円
保険外費用,自費,帯状疱疹ワクチン,12，000円,1,12，000円
保険外費用,自費,帯状疱疹ワクチン,22，000円,1,22，000円
保険外費用,自費,血液型,2，500円,1,2，500円
保険外費用,保険,診察券代100円,100円,20,2，000円
保険外費用,保険,診断書（普通）1000円,1，000円,1,1，000円
保険外費用,自費,診断書（普通）1000円,1，000円,1,1，000円
保険外費用,自費,難聴高齢者補聴器意見書,3，000円,1,3，000円
合計,合　計,点数合計,,,2，719，049点
,,金額合計,,,45，000円
