診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
医学管理,保険,発熱患者等対応加算（医学管理等）,20点,185,3，700点
医学管理,保険,診療情報提供料（１）,250点,37,9，250点
医学管理,保険,連携強化加算（医学管理等）,3点,379,1，137点
医学管理,保険,難病外来指導管理料１,270点,3,810点
医学管理,保険,電子的診療情報連携体制整備加算（再診）（医学管理等）,2点,105,210点
医学管理,保険,電子的診療情報連携体制整備加算２（初診）（医学管理等）,9点,274,2，466点
医学管理,保険,高度難聴指導管理料（イ以外）,420点,8,3，360点
在宅,保険,在宅持続陽圧呼吸療法指導管理料２,240点,90,21，600点
在宅,保険,在宅持続陽圧呼吸療法材料加算,100点,94,9，400点
在宅,保険,在宅持続陽圧呼吸療法用治療器加算（ＣＰＡＰを使用）,960点,94,90，240点
在宅,保険,在宅自己注射指導管理料（１以外）（月２７回以下）,650点,1,650点
在宅,保険,持続陽圧呼吸療法充実管理体制加算,15点,90,1，350点
投薬,保険,一般名処方加算１（処方箋料）,8点,800,6，400点
投薬,自費,一般名処方加算１（処方箋料）,8点,2,16点
投薬,保険,一般名処方加算２（処方箋料）,6点,408,2，448点
投薬,自費,一般名処方加算２（処方箋料）,6点,1,6点
投薬,保険,処方箋料（リフィル以外・その他）,60点,2064,123，840点
投薬,自費,処方箋料（リフィル以外・その他）,60点,3,180点
投薬,保険,特定疾患処方管理加算（処方箋料）,56点,3,168点
注射,保険,点滴注射（その他）（入院外）,53点,5,265点
注射,保険,皮内、皮下及び筋肉内注射,25点,2,50点
注射,保険,静脈内注射,37点,3,111点
処置,保険,副鼻腔洗浄（その他）（片）,25点,68,1，700点
処置,保険,副鼻腔自然口開大処置,25点,1035,25，875点
処置,自費,副鼻腔自然口開大処置,25点,2,50点
処置,保険,耳処置,27点,251,6，777点
処置,保険,耳垢栓塞除去（複雑）（両）,160点,47,7，520点
処置,保険,耳垢栓塞除去（複雑）（片）,90点,32,2，880点
処置,保険,耳管処置１（片）,36点,9,324点
処置,保険,膿腫穿刺,80点,2,160点
処置,保険,超音波ネブライザ,24点,734,17，616点
処置,自費,超音波ネブライザ,24点,2,48点
処置,保険,鼓室処置（片）,62点,39,2，418点
処置,保険,鼻処置,16点,1029,16，464点
処置,自費,鼻処置,16点,2,32点
処置,保険,鼻出血止血法,240点,1,240点
手術,保険,イオントフォレーゼ加算,45点,5,225点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,2,5，820点
手術,保険,咽頭異物摘出術（簡単）,500点,1,500点
手術,保険,咽頭異物摘出術（複雑）,2，100点,1,2，100点
手術,保険,外耳道異物除去術（単純）,260点,4,1，040点
手術,保険,鼓膜切開術,830点,4,3，320点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,1,2，670点
手術,保険,鼻腔粘膜焼灼術,1，080点,10,10，800点
検査,保険,γ－ＧＴ,11点,3,33点
検査,保険,アデノウイルス抗原定性（糞便を除く。）,174点,1,174点
検査,保険,カリウム,11点,3,33点
検査,保険,クラミジア・トラコマチス核酸検出,188点,1,188点
検査,保険,クレアチニン,11点,3,33点
検査,保険,グルコース,11点,2,22点
検査,保険,チンパノメトリー,340点,27,9，180点
検査,保険,ナトリウム及びクロール,11点,3,33点
検査,保険,ビタミンＢ１２,136点,6,816点
検査,保険,フェリチン定量,102点,1,102点
検査,保険,マグネシウム,11点,1,11点
検査,保険,免疫学的検査判断料,144点,49,7，056点
検査,保険,平衡機能検査（標準検査）,20点,101,2，020点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,88,26，400点
検査,保険,微生物学的検査判断料,150点,22,3，300点
検査,保険,末梢血液一般検査,21点,7,147点
検査,保険,検査逓減,-10％,29,-1，740点
検査,保険,標準純音聴力検査,350点,277,96，950点
検査,保険,淋菌及びクラミジア・トラコマチス同時核酸検出,262点,1,262点
検査,保険,特異的ＩｇＥ半定量・定量,110点,1074,34，320点
検査,保険,生化学的検査（１）判断料,144点,7,1，008点
検査,保険,生化学的検査（２）判断料,144点,1,144点
検査,保険,簡易聴力検査（気導純音聴力）,110点,39,4，290点
検査,保険,細菌培養同定検査（その他）,180点,17,3，060点
検査,保険,細菌培養同定検査（口腔）,180点,3,540点
検査,保険,細菌薬剤感受性検査（１菌種）,185点,13,2，405点
検査,保険,細菌薬剤感受性検査（２菌種）,240点,1,240点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,9,6，480点
検査,保険,耳鳴検査,400点,1,400点
検査,保険,脳波検査判断料２,180点,9,1，620点
検査,保険,葉酸,146点,1,146点
検査,保険,血液学的検査判断料,125点,8,1，000点
検査,保険,超音波検査（断層撮影法）（その他）,350点,17,5，950点
検査,保険,非特異的ＩｇＥ定量,100点,24,2，400点
検査,保険,鼻腔・咽頭拭い液採取,25点,26,650点
検査,保険,Ａ群β溶連菌迅速試験定性,121点,2,242点
検査,保険,ＡＬＰ,11点,2,22点
検査,保険,ＡＬＴ,17点,3,51点
検査,保険,ＡＳＴ,17点,3,51点
検査,保険,Ａｌｂ（ＢＣＰ改良法）,11点,2,22点
検査,保険,Ａｍｙ,11点,2,22点
検査,保険,Ｂ－Ｖ,40点,32,1，280点
検査,保険,ＢＩＬ／総,11点,3,33点
検査,保険,ＢＵＮ,11点,3,33点
検査,保険,ＣｈＥ,11点,3,33点
検査,保険,Ｃｕ,23点,6,138点
検査,保険,ＥＦ－中耳,240点,1,240点
検査,保険,ＥＦ－喉頭,600点,115,69，000点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,251,150，600点
検査,自費,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,2,1，200点
検査,保険,ＦＴ３,121点,1,121点
検査,保険,ＦＴ４,121点,1,121点
検査,保険,Ｆｅ,11点,6,66点
検査,保険,ＨＢｃ抗体半定量・定量,130点,2,260点
検査,保険,ＨＢｓ抗体,88点,2,176点
検査,保険,ＨＢｓ抗原,88点,2,176点
検査,保険,ＨｂＡ１ｃ,49点,2,98点
検査,保険,ＬＤ,11点,3,33点
検査,保険,Ｓ－Ｍ,67点,20,1，340点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,20,4，500点
検査,保険,ＴＩＢＣ（比色法）,11点,1,11点
検査,保険,ＴＰ,11点,2,22点
検査,保険,ＴＳＨ,98点,1,98点
検査,保険,ＵＡ,11点,2,22点
検査,保険,Ｚｎ,132点,6,792点
画像,保険,コンピューター断層診断,450点,28,12，600点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,28,3，360点
画像,保険,ＣＴ撮影（イからニまで以外）,560点,28,15，680点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）１（初診時）（賃上取組）,23点,1420,32，660点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）１（初診時）（賃上取組）,23点,1,23点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）２（再診時等）（賃上取組）,6点,1726,10，356点
病理診断・その他,自費,外来・在宅ベースアップ評価料（１）２（再診時等）（賃上取組）,6点,2,12点
病理診断・その他,保険,物価対応料１（外来・在宅物価対応料）（再診時等）ロ,2点,1726,3，452点
病理診断・その他,自費,物価対応料１（外来・在宅物価対応料）（再診時等）ロ,2点,2,4点
病理診断・その他,保険,物価対応料１（外来・在宅物価対応料）（初診時）イ,2点,1420,2，840点
病理診断・その他,自費,物価対応料１（外来・在宅物価対応料）（初診時）イ,2点,1,2点
保険外費用,自費,医療補助金請求書,500円,2,1，000円
保険外費用,自費,帯状疱疹ワクチン,6，500円,3,19，500円
保険外費用,自費,肺炎球菌ワクチン,2，000円,1,2，000円
保険外費用,保険,診察券代100円,100円,24,2，400円
保険外費用,保険,診断書（普通）1000円,1，000円,5,5，000円
保険外費用,自費,難聴高齢者補聴器意見書,3，000円,4,12，000円
合計,合　計,点数合計,,,1，764，765点
,,金額合計,,,41，900円
