診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
検査,自費,ＡＢＯ,24点,1,24点
検査,保険,ＡＬＰ,11点,3,33点
検査,保険,ＡＬＴ,17点,4,68点
検査,自費,ＡＬＴ,17点,1,17点
検査,保険,ＡＳＴ,17点,4,68点
検査,自費,ＡＳＴ,17点,1,17点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,3,33点
検査,保険,Ａｍｙ,11点,4,44点
検査,保険,Ｂ－Ｃ,6点,2,12点
検査,保険,Ｂ－Ｖ,37点,16,592点
検査,自費,Ｂ－Ｖ,37点,1,37点
検査,保険,ＢＩＬ／総,11点,3,33点
検査,自費,ＢＩＬ／総,11点,1,11点
検査,保険,ＢＵＮ,11点,4,44点
検査,自費,ＢＵＮ,11点,1,11点
検査,保険,ＣＨ５０,38点,1,38点
検査,保険,ＣＲＰ,16点,1,16点
検査,保険,ＣｈＥ,11点,3,33点
検査,自費,ＣｈＥ,11点,1,11点
検査,保険,ＥＦ－喉頭,600点,37,22，200点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,151,90，600点
検査,自費,ＦＴ３,124点,1,124点
検査,自費,ＦＴ４,124点,1,124点
検査,保険,ＨＢｃ抗体半定量・定量,133点,3,399点
検査,自費,ＨＢｃ抗体半定量・定量,133点,1,133点
検査,保険,ＨＢｓ抗体,88点,3,264点
検査,自費,ＨＢｓ抗体,88点,1,88点
検査,保険,ＨＢｓ抗原,88点,3,264点
検査,自費,ＨＢｓ抗原,88点,1,88点
検査,自費,ＨＣＶ抗体定性・定量,105点,1,105点
検査,自費,ＨＩＶ－１、２抗原・抗体同時測定定量,127点,1,127点
検査,保険,ＨｂＡ１ｃ,49点,3,147点
検査,保険,ＬＤ,11点,3,33点
検査,自費,ＬＤ,11点,1,11点
検査,自費,Ｒｈ（Ｄ）,24点,1,24点
検査,保険,Ｓ－Ｍ,64点,6,384点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出（定性）,420点,197,82，740点
検査,自費,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出（定性）,420点,1,420点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原検出（定性）,300点,14,4，200点
検査,保険,ＳＡＲＳ－ＣｏＶ－２核酸検出（検査委託以外）,700点,2,1，400点
検査,自費,ＳＴＳ定性,15点,1,15点
検査,保険,ＴＰ,11点,4,44点
検査,自費,ＴＳＨ,101点,1,101点
検査,保険,ＵＡ,11点,3,33点
画像,保険,コンピューター断層診断,450点,5,2，250点
画像,保険,単純撮影（イ）の写真診断,85点,1,85点
画像,保険,単純撮影（デジタル撮影）,68点,1,68点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,5,600点
画像,保険,電子画像管理加算（単純撮影）,57点,1,57点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,5,2，800点
病理診断・その他,保険,乳幼児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,400点,8,3，200点
病理診断・その他,保険,小児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,200点,18,3，600点
病理診断・その他,保険,救急医療管理加算１（診療報酬上臨時的取扱）（ＣＯＶ・外来診療）,950点,125,118，750点
保険外費用,自費,インフル￥0,0円,2,0円
保険外費用,自費,インフル￥3000,3，000円,10,30，000円
保険外費用,自費,インフル￥3500,3，500円,5,17，500円
保険外費用,自費,入院・手術・通院等証明書3000円,3，000円,1,3，000円
保険外費用,自費,医療補助金請求書,500円,2,1，000円
保険外費用,保険,診察券代100円,100円,6,600円
保険外費用,保険,診断書（普通）1000円,1，000円,4,4，000円
保険外費用,自費,診断書（普通）1000円,1，000円,1,1，000円
合計,合　計,点数合計,,,1，601，170点
,,金額合計,,,57，100円
