診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
検査,保険,平衡機能検査（重心動揺計）,250点,10,2，500点
検査,保険,微生物学的検査判断料,150点,13,1，950点
検査,保険,末梢血液一般検査,21点,5,105点
検査,保険,末梢血液像（自動機械法）,15点,5,75点
検査,保険,検査逓減,-10％,25,-1，500点
検査,保険,標準純音聴力検査,350点,134,46，900点
検査,保険,水痘・帯状疱疹ウイルス抗体価（定性・半定量・定量）,79点,1,79点
検査,保険,特異的ＩｇＥ半定量・定量,110点,336,14，080点
検査,保険,生化学的検査（１）判断料,144点,5,720点
検査,保険,簡易聴力検査（気導純音聴力）,110点,73,8，030点
検査,保険,細菌培養同定検査（その他）,170点,13,2，210点
検査,保険,細菌薬剤感受性検査（１菌種）,180点,11,1，980点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,5,3，600点
検査,保険,脳波検査判断料２,180点,5,900点
検査,保険,血液学的検査判断料,125点,5,625点
検査,保険,超音波検査（断層撮影法）（その他）,350点,15,5，250点
検査,保険,静脈性嗅覚検査,45点,2,90点
検査,保険,非特異的ＩｇＥ定量,100点,8,800点
検査,保険,鼻腔・咽頭拭い液採取,25点,190,4，750点
検査,保険,Ａ群β溶連菌迅速試験定性,124点,11,1，364点
検査,保険,ＡＬＰ,11点,5,55点
検査,保険,ＡＬＴ,17点,5,85点
検査,保険,ＡＳＴ,17点,5,85点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,5,55点
検査,保険,Ａｍｙ,11点,5,55点
検査,保険,Ｂ－Ｃ,6点,3,18点
検査,保険,Ｂ－Ｖ,37点,12,444点
検査,保険,ＢＩＬ／総,11点,5,55点
検査,保険,ＢＵＮ,11点,5,55点
検査,保険,ＣＲＰ,16点,5,80点
検査,保険,ＣｈＥ,11点,5,55点
検査,保険,ＥＦ－喉頭,600点,63,37，800点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,234,140，400点
検査,保険,ＨｂＡ１ｃ,49点,1,49点
検査,保険,ＬＤ,11点,5,55点
検査,保険,Ｓ－Ｍ,64点,13,832点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出（定性）,420点,223,93，660点
検査,保険,ＴＰ,11点,5,55点
検査,保険,ＵＡ,11点,5,55点
画像,保険,コンピューター断層診断,450点,22,9，900点
画像,保険,他医撮影のコンピューター断層診断,450点,1,450点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,22,2，640点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,22,12，320点
保険外費用,自費,アプノモニター貸出代,5，500円,1,5，500円
保険外費用,自費,インフル￥0,0円,8,0円
保険外費用,自費,インフル￥1000,1，000円,6,6，000円
保険外費用,自費,インフル￥1200,1，200円,17,20，400円
保険外費用,保険,インフル￥1500,1，500円,1,1，500円
保険外費用,自費,インフル￥1500,1，500円,5,7，500円
保険外費用,自費,インフル￥2000,2，000円,1,2，000円
保険外費用,自費,インフル￥2500,2，500円,18,45，000円
保険外費用,自費,インフル￥2600,2，600円,1,2，600円
保険外費用,自費,インフル￥3000,3，000円,156,468，000円
保険外費用,自費,インフル￥3500,3，500円,160,560，000円
保険外費用,自費,インフル￥3600,3，600円,11,39，600円
保険外費用,自費,インフル￥500,500円,14,7，000円
保険外費用,自費,インフル￥600,600円,2,1，200円
保険外費用,自費,会計0円,0円,1,0円
保険外費用,自費,医療補助金請求書,500円,2,1，000円
保険外費用,自費,帯状疱疹ワクチン,12，000円,2,24，000円
保険外費用,自費,様式第７号　労働者災害補償保険,1，000円,1,1，000円
保険外費用,保険,診察券代100円,100円,2,200円
保険外費用,保険,診断書（普通）1000円,1，000円,6,6，000円
保険外費用,自費,診断書（普通）1000円,1，000円,1,1，000円
保険外費用,自費,面談料（30分以内）,5，500円,1,5，500円
合計,合　計,点数合計,,,1，851，942点
,,金額合計,,,1，205，000円
