診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
処置,保険,耳垢栓塞除去（複雑）（片）,100点,38,3，800点
処置,保険,耳管処置１（片）,36点,4,144点
処置,保険,超音波ネブライザ,24点,484,11，616点
処置,保険,鼓室処置（片）,55点,18,990点
処置,保険,鼻処置,16点,807,12，912点
処置,保険,鼻出血止血法,240点,2,480点
手術,保険,イオントフォレーゼ加算,45点,3,135点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,1,2，910点
手術,保険,外耳道異物除去術（単純）,260点,7,1，820点
手術,保険,時間外加算２（手術）,40％,1,104点
手術,保険,鼓膜切開術,830点,3,2，490点
手術,保険,鼻腔粘膜焼灼術,1，080点,9,9，720点
検査,保険,γ－ＧＴ,11点,5,55点
検査,保険,カリウム,11点,5,55点
検査,保険,クレアチニン,11点,5,55点
検査,保険,グルコース,11点,3,33点
検査,保険,グロブリンクラス別ウイルス抗体価（ムンプス）,206点,1,206点
検査,保険,チンパノメトリー,340点,40,13，600点
検査,保険,ナトリウム及びクロール,11点,5,55点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,29,5，800点
検査,保険,ビタミンＢ１２,140点,1,140点
検査,保険,ヘルペスウイルス抗体価（定性・半定量・定量）,79点,1,79点
検査,保険,免疫学的検査判断料,144点,112,16，128点
検査,保険,平衡機能検査（標準検査）,20点,80,1，600点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,55,16，500点
検査,保険,平衡機能検査（重心動揺計）,250点,29,7，250点
検査,保険,微生物学的検査判断料,150点,13,1，950点
検査,保険,抗ＳＳ－Ａ／Ｒｏ抗体定量,161点,2,322点
検査,保険,抗ＳＳ－Ｂ／Ｌａ抗体定量,158点,2,316点
検査,保険,末梢血液一般検査,21点,6,126点
検査,保険,末梢血液像（自動機械法）,15点,3,45点
検査,保険,検査逓減,-10％,10,-575点
検査,保険,標準純音聴力検査,350点,187,65，450点
検査,保険,水痘・帯状疱疹ウイルス抗体価（定性・半定量・定量）,79点,1,79点
検査,保険,特異的ＩｇＥ半定量・定量,110点,1316,53，240点
検査,保険,生化学的検査（１）判断料,144点,6,864点
検査,保険,簡易聴力検査（気導純音聴力）,110点,63,6，930点
検査,保険,細菌培養同定検査（その他）,170点,6,1，020点
検査,保険,細菌培養同定検査（口腔）,170点,2,340点
検査,保険,細菌培養同定検査（気道）,170点,1,170点
検査,保険,細菌薬剤感受性検査（１菌種）,180点,5,900点
検査,保険,細菌薬剤感受性検査（２菌種）,230点,2,460点
検査,保険,細菌薬剤感受性検査（３菌種以上）,290点,1,290点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,6,4，320点
検査,保険,耳鳴検査,400点,6,2，400点
検査,保険,脳波検査判断料２,180点,6,1，080点
検査,保険,血液学的検査判断料,125点,6,750点
検査,保険,超音波検査（断層撮影法）（その他）,350点,14,4，900点
検査,保険,静脈性嗅覚検査,45点,2,90点
検査,保険,非特異的ＩｇＥ定量,100点,34,3，400点
検査,保険,鼻腔・咽頭拭い液採取,25点,44,1，100点
検査,保険,ＡＬＰ,11点,3,33点
検査,保険,ＡＬＴ,17点,5,85点
検査,保険,ＡＳＴ,17点,5,85点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,3,33点
検査,保険,Ａｍｙ,11点,5,55点
検査,保険,Ｂ－Ｃ,6点,6,36点
検査,保険,Ｂ－Ｖ,37点,40,1，480点
検査,保険,ＢＩＬ／総,11点,3,33点
検査,保険,ＢＵＮ,11点,5,55点
検査,保険,ＣＨ５０,38点,2,76点
検査,保険,ＣＲＰ,16点,3,48点
検査,保険,ＣｈＥ,11点,3,33点
検査,保険,Ｃｕ,23点,1,23点
検査,保険,ＥＦ－喉頭,600点,37,22，200点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,83,49，800点
検査,保険,Ｆｅ,11点,1,11点
検査,保険,ＨＢｃ抗体半定量・定量,133点,2,266点
検査,保険,ＨＢｓ抗体,88点,2,176点
検査,保険,ＨＢｓ抗原,88点,2,176点
検査,保険,ＨｂＡ１ｃ,49点,1,49点
検査,保険,ＬＤ,11点,3,33点
検査,保険,ＲＦ定量,30点,2,60点
検査,保険,Ｓ－Ｍ,64点,9,576点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原検出（定性）,300点,69,20，700点
検査,保険,ＳＡＲＳ－ＣｏＶ－２核酸検出（検査委託以外）,700点,4,2，800点
検査,保険,ＴＰ,11点,5,55点
検査,保険,ＵＡ,11点,3,33点
検査,保険,Ｚｎ,136点,1,136点
画像,保険,コンピューター断層診断,450点,8,3，600点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,8,960点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,8,4，480点
病理診断・その他,保険,乳幼児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,400点,8,3，200点
病理診断・その他,保険,小児加算（救急医療管理加算・臨時的取扱）（外来診療・往診等）,200点,1,200点
病理診断・その他,保険,救急医療管理加算１（診療報酬上臨時的取扱）（ＣＯＶ・外来診療）,950点,25,23，750点
保険外費用,自費,医療補助金請求書,500円,1,500円
保険外費用,自費,肺炎球菌ワクチン,2，000円,3,6，000円
保険外費用,自費,血液型,2，500円,3,7，500円
保険外費用,自費,補装具費支給意見書,3，000円,1,3，000円
保険外費用,保険,診察券代100円,100円,7,700円
保険外費用,保険,診断書（普通）1000円,1，000円,7,7，000円
合計,合　計,点数合計,,,1，422，650点
,,金額合計,,,24，700円
