診療区分,保険種別,診 療 行 為 名 称,点数単価 (点),回数,総点数 (点)
処置,保険,耳処置,27点,282,7，614点
処置,保険,耳垢栓塞除去（複雑）（両）,160点,45,7，200点
処置,保険,耳垢栓塞除去（複雑）（片）,90点,25,2，250点
処置,保険,耳管処置１（片）,36点,11,396点
処置,保険,超音波ネブライザ,24点,1310,31，440点
処置,保険,鼓室処置（片）,62点,11,682点
処置,保険,鼻処置,16点,1940,31，040点
処置,保険,鼻出血止血法,240点,6,1，440点
手術,保険,イオントフォレーゼ加算,45点,13,585点
手術,保険,下甲介粘膜レーザー焼灼術（両側）,2，910点,7,20，370点
手術,保険,咽頭異物摘出術（簡単）,500点,1,500点
手術,保険,外耳道異物除去術（単純）,260点,4,1，040点
手術,保険,鼓膜切開術,830点,10,8，300点
手術,保険,鼓膜（排液、換気）チューブ挿入術,2，670点,3,8，010点
手術,保険,鼻腔粘膜焼灼術,1，080点,8,8，640点
検査,保険,γ－ＧＴ,11点,2,22点
検査,保険,アデノウイルス抗原定性（糞便を除く。）,179点,1,179点
検査,保険,インフルエンザウイルス抗原定性,132点,1,132点
検査,保険,カリウム,11点,2,22点
検査,保険,クレアチニン,11点,2,22点
検査,保険,グルコース,11点,2,22点
検査,保険,チンパノメトリー,340点,23,7，820点
検査,保険,ナトリウム及びクロール,11点,2,22点
検査,保険,パワー・ベクトル分析加算（平衡機能検査）,200点,5,1，000点
検査,保険,ビタミンＢ１２,136点,1,136点
検査,保険,免疫学的検査判断料,144点,130,18，720点
検査,保険,平衡機能検査（標準検査）,20点,72,1，440点
検査,保険,平衡機能検査（赤外線ＣＣＤカメラ等）,300点,52,15，600点
検査,保険,平衡機能検査（重心動揺計）,250点,5,1，250点
検査,保険,微生物学的検査判断料,150点,19,2，850点
検査,保険,末梢血液一般検査,21点,3,63点
検査,保険,末梢血液像（自動機械法）,15点,1,15点
検査,保険,検査逓減,-10％,43,-2，580点
検査,保険,標準純音聴力検査,350点,159,55，650点
検査,保険,特異的ＩｇＥ半定量・定量,110点,1671,53，570点
検査,保険,生化学的検査（１）判断料,144点,3,432点
検査,保険,簡易聴力検査（気導純音聴力）,110点,52,5，720点
検査,保険,細菌培養同定検査（その他）,180点,19,3，420点
検査,保険,細菌培養同定検査（口腔）,180点,1,180点
検査,保険,細菌薬剤感受性検査（１菌種）,185点,14,2，590点
検査,保険,細菌薬剤感受性検査（２菌種）,240点,2,480点
検査,保険,終夜睡眠ポリグラフィー（携帯用装置使用）,720点,3,2，160点
検査,保険,耳鳴検査,400点,1,400点
検査,保険,脳波検査判断料２,180点,3,540点
検査,保険,血液学的検査判断料,125点,3,375点
検査,保険,超音波検査（断層撮影法）（その他）,350点,12,4，200点
検査,保険,静脈性嗅覚検査,45点,3,135点
検査,保険,非特異的ＩｇＥ定量,100点,38,3，800点
検査,保険,鼻腔・咽頭拭い液採取,25点,91,2，275点
検査,保険,Ａ群β溶連菌迅速試験定性,121点,3,363点
検査,保険,ＡＬＰ,11点,2,22点
検査,保険,ＡＬＴ,17点,2,34点
検査,保険,ＡＳＴ,17点,2,34点
検査,保険,Ａｌｂ（ＢＣＰ改良法・ＢＣＧ法）,11点,2,22点
検査,保険,Ａｍｙ,11点,2,22点
検査,保険,Ｂ－Ｖ,40点,40,1，600点
検査,保険,ＢＩＬ／総,11点,2,22点
検査,保険,ＢＵＮ,11点,2,22点
検査,保険,ＣＲＰ,16点,1,16点
検査,保険,ＣｈＥ,11点,2,22点
検査,保険,Ｃｕ,23点,1,23点
検査,保険,ＥＦ－喉頭,600点,86,51，600点
検査,保険,ＥＦ－嗅裂・鼻咽腔・副鼻腔,600点,366,219，600点
検査,保険,Ｆｅ,11点,1,11点
検査,保険,ＨＢｃ抗体半定量・定量,130点,1,130点
検査,保険,ＨＢｓ抗体,88点,1,88点
検査,保険,ＨＢｓ抗原,88点,1,88点
検査,保険,ＨｂＡ１ｃ,49点,1,49点
検査,保険,ＬＤ,11点,2,22点
検査,保険,Ｓ－Ｍ,67点,20,1，340点
検査,保険,ＳＡＲＳ－ＣｏＶ－２・インフルエンザウイルス抗原同時検出定性,225点,85,19，125点
検査,保険,ＳＡＲＳ－ＣｏＶ－２抗原定性,150点,1,150点
検査,保険,ＴＰ,11点,2,22点
検査,保険,ＵＡ,11点,2,22点
検査,保険,Ｚｎ,132点,1,132点
画像,保険,コンピューター断層診断,450点,28,12，600点
画像,保険,電子画像管理加算（コンピューター断層診断料）,120点,28,3，360点
画像,保険,ＣＴ撮影（イ、ロ又はハ以外）,560点,28,15，680点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）１（初診時）,6点,1923,11，538点
病理診断・その他,保険,外来・在宅ベースアップ評価料（１）２（再診時等）,2点,2198,4，396点
保険外費用,自費,入院・手術・通院等証明書3000円,3，000円,1,3，000円
保険外費用,自費,血液型,2，500円,1,2，500円
保険外費用,保険,診察券代100円,100円,23,2，300円
保険外費用,保険,診断書（普通）1000円,1，000円,5,5，000円
保険外費用,自費,難聴高齢者補聴器意見書,3，000円,3,9，000円
合計,合　計,点数合計,,,2，187，454点
,,金額合計,,,21，800円
